go_id	go_term	go_domain	size	genes
GO:0005575	cellular_component	cellular_component	71	atpA|atpB|atpE|atpF|atpH|atpI|ccsA|cemA|clpP|infA|matK|ndhA|ndhC|ndhD|ndhE|ndhF|ndhG|ndhH|ndhI|ndhJ|ndhK|petA|petB|petD|petG|petL|petN|psaA|psaB|psaC|psaI|psaJ|psbA|psbB|psbC|psbD|psbE|psbF|psbH|psbI|psbJ|psbK|psbL|psbM|psbN|psbT|psbZ|rbcL|rpl14|rpl16|rpl2|rpl20|rpl22|rpl32|rpl33|rpl36|rpoA|rpoB|rpoC1|rpoC2|rps11|rps12|rps14|rps16|rps18|rps2|rps3|rps4|rps8|ycf3|ycf4
GO:0005739	mitochondrion	cellular_component	4	psaB|rpl20|rpoA|rps16
GO:0009536	plastid	cellular_component	71	atpA|atpB|atpE|atpF|atpH|atpI|ccsA|cemA|clpP|infA|matK|ndhA|ndhC|ndhD|ndhE|ndhF|ndhG|ndhH|ndhI|ndhJ|ndhK|petA|petB|petD|petG|petL|petN|psaA|psaB|psaC|psaI|psaJ|psbA|psbB|psbC|psbD|psbE|psbF|psbH|psbI|psbJ|psbK|psbL|psbM|psbN|psbT|psbZ|rbcL|rpl14|rpl16|rpl2|rpl20|rpl22|rpl32|rpl33|rpl36|rpoA|rpoB|rpoC1|rpoC2|rps11|rps12|rps14|rps16|rps18|rps2|rps3|rps4|rps8|ycf3|ycf4
GO:0016023	cytoplasmic membrane-bounded vesicle	cellular_component	22	atpH|ccsA|cemA|matK|ndhC|ndhD|ndhE|ndhF|ndhG|petG|petL|petN|psaI|psaJ|psbF|psbI|psbJ|psbK|psbM|psbN|psbT|psbZ
GO:0031410	cytoplasmic vesicle	cellular_component	22	atpH|ccsA|cemA|matK|ndhC|ndhD|ndhE|ndhF|ndhG|petG|petL|petN|psaI|psaJ|psbF|psbI|psbJ|psbK|psbM|psbN|psbT|psbZ
GO:0031982	vesicle	cellular_component	22	atpH|ccsA|cemA|matK|ndhC|ndhD|ndhE|ndhF|ndhG|petG|petL|petN|psaI|psaJ|psbF|psbI|psbJ|psbK|psbM|psbN|psbT|psbZ
GO:0031988	membrane-bounded vesicle	cellular_component	22	atpH|ccsA|cemA|matK|ndhC|ndhD|ndhE|ndhF|ndhG|petG|petL|petN|psaI|psaJ|psbF|psbI|psbJ|psbK|psbM|psbN|psbT|psbZ
GO:0043226	organelle	cellular_component	71	atpA|atpB|atpE|atpF|atpH|atpI|ccsA|cemA|clpP|infA|matK|ndhA|ndhC|ndhD|ndhE|ndhF|ndhG|ndhH|ndhI|ndhJ|ndhK|petA|petB|petD|petG|petL|petN|psaA|psaB|psaC|psaI|psaJ|psbA|psbB|psbC|psbD|psbE|psbF|psbH|psbI|psbJ|psbK|psbL|psbM|psbN|psbT|psbZ|rbcL|rpl14|rpl16|rpl2|rpl20|rpl22|rpl32|rpl33|rpl36|rpoA|rpoB|rpoC1|rpoC2|rps11|rps12|rps14|rps16|rps18|rps2|rps3|rps4|rps8|ycf3|ycf4
GO:0043227	membrane-bounded organelle	cellular_component	71	atpA|atpB|atpE|atpF|atpH|atpI|ccsA|cemA|clpP|infA|matK|ndhA|ndhC|ndhD|ndhE|ndhF|ndhG|ndhH|ndhI|ndhJ|ndhK|petA|petB|petD|petG|petL|petN|psaA|psaB|psaC|psaI|psaJ|psbA|psbB|psbC|psbD|psbE|psbF|psbH|psbI|psbJ|psbK|psbL|psbM|psbN|psbT|psbZ|rbcL|rpl14|rpl16|rpl2|rpl20|rpl22|rpl32|rpl33|rpl36|rpoA|rpoB|rpoC1|rpoC2|rps11|rps12|rps14|rps16|rps18|rps2|rps3|rps4|rps8|ycf3|ycf4
GO:0043229	intracellular organelle	cellular_component	71	atpA|atpB|atpE|atpF|atpH|atpI|ccsA|cemA|clpP|infA|matK|ndhA|ndhC|ndhD|ndhE|ndhF|ndhG|ndhH|ndhI|ndhJ|ndhK|petA|petB|petD|petG|petL|petN|psaA|psaB|psaC|psaI|psaJ|psbA|psbB|psbC|psbD|psbE|psbF|psbH|psbI|psbJ|psbK|psbL|psbM|psbN|psbT|psbZ|rbcL|rpl14|rpl16|rpl2|rpl20|rpl22|rpl32|rpl33|rpl36|rpoA|rpoB|rpoC1|rpoC2|rps11|rps12|rps14|rps16|rps18|rps2|rps3|rps4|rps8|ycf3|ycf4
GO:0043231	intracellular membrane-bounded organelle	cellular_component	71	atpA|atpB|atpE|atpF|atpH|atpI|ccsA|cemA|clpP|infA|matK|ndhA|ndhC|ndhD|ndhE|ndhF|ndhG|ndhH|ndhI|ndhJ|ndhK|petA|petB|petD|petG|petL|petN|psaA|psaB|psaC|psaI|psaJ|psbA|psbB|psbC|psbD|psbE|psbF|psbH|psbI|psbJ|psbK|psbL|psbM|psbN|psbT|psbZ|rbcL|rpl14|rpl16|rpl2|rpl20|rpl22|rpl32|rpl33|rpl36|rpoA|rpoB|rpoC1|rpoC2|rps11|rps12|rps14|rps16|rps18|rps2|rps3|rps4|rps8|ycf3|ycf4
