go_id	go_term	go_domain	size	genes
GO:0000023	maltose metabolic process	biological_process	1	sfsA
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	2	acpP|mdcC
GO:0000105	histidine biosynthetic process	biological_process	9	folD-2|hisA|hisB|hisC|hisD|hisE|hisF|hisG|hisI
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	1	hisF
GO:0000154	rRNA modification	biological_process	3	PSPTO_1693|ksgA|sun
GO:0000155	phosphorelay sensor kinase activity	molecular_function	7	PSPTO_1040|PSPTO_1605|PSPTO_1606|PSPTO_1803|PSPTO_4079|bphP|fleS
GO:0000156	phosphorelay response regulator activity	molecular_function	57	PSPTO_0303|PSPTO_0472|PSPTO_0786|PSPTO_0896|PSPTO_0898|PSPTO_0964|PSPTO_1039|PSPTO_1290|PSPTO_1307|PSPTO_1482|PSPTO_1483|PSPTO_1484|PSPTO_1490|PSPTO_1672|PSPTO_1782|PSPTO_1806|PSPTO_1870|PSPTO_1894|PSPTO_1964|PSPTO_2117|PSPTO_2129|PSPTO_2130|PSPTO_2212|PSPTO_2316|PSPTO_2330|PSPTO_2651|PSPTO_2711|PSPTO_2712|PSPTO_2716|PSPTO_2717|PSPTO_2896|PSPTO_3245|PSPTO_3297|PSPTO_3381|PSPTO_3526|PSPTO_3584|PSPTO_3696|PSPTO_3900|PSPTO_4027|PSPTO_4079|PSPTO_4080|PSPTO_4176|PSPTO_4292|PSPTO_4293|PSPTO_4837|PSPTO_4848|PSPTO_4868|PSPTO_5014|PSPTO_5399|PSPTO_5482|algR|colR|fleR|kdpE|nasT|ompR|tctD
GO:0000160	phosphorelay signal transduction system	biological_process	59	PSPTO_0303|PSPTO_0472|PSPTO_0786|PSPTO_0896|PSPTO_0898|PSPTO_0964|PSPTO_1039|PSPTO_1290|PSPTO_1307|PSPTO_1482|PSPTO_1483|PSPTO_1484|PSPTO_1490|PSPTO_1672|PSPTO_1782|PSPTO_1806|PSPTO_1870|PSPTO_1894|PSPTO_1964|PSPTO_2117|PSPTO_2129|PSPTO_2130|PSPTO_2212|PSPTO_2316|PSPTO_2330|PSPTO_2651|PSPTO_2711|PSPTO_2712|PSPTO_2716|PSPTO_2717|PSPTO_2896|PSPTO_3245|PSPTO_3297|PSPTO_3381|PSPTO_3526|PSPTO_3584|PSPTO_3696|PSPTO_3900|PSPTO_4027|PSPTO_4079|PSPTO_4080|PSPTO_4176|PSPTO_4292|PSPTO_4293|PSPTO_4837|PSPTO_4848|PSPTO_4868|PSPTO_5014|PSPTO_5399|PSPTO_5482|algR|colR|fleR|fleS|kdpE|nasT|ompR|sixA|tctD
GO:0000162	tryptophan biosynthetic process	biological_process	6	trpA|trpB|trpC|trpD|trpE|trpG
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	1	ksgA
GO:0000270	peptidoglycan metabolic process	biological_process	1	ampD
GO:0000271	polysaccharide biosynthetic process	biological_process	3	PSPTO_3449|PSPTO_3529|gmd
GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function	2	PSPTO_3143|nadD
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	1	ribH-1
GO:0000910	cytokinesis	biological_process	8	PSPTO_0033|PSPTO_1555|PSPTO_1986|PSPTO_5608|ftsA|ftsZ|ispZ|minE
GO:0000917	barrier septum assembly	biological_process	2	maf-1|maf-2
GO:0000918	barrier septum site selection	biological_process	1	minE
GO:0001510	RNA methylation	biological_process	1	PSPTO_4498
GO:0001539	cilium or flagellum-dependent cell motility	biological_process	17	PSPTO_1926|PSPTO_1960|fleQ|fleR|flgB|flgC|flgH|flgI|flhA|flhB|fliE|fliF|fliG|fliK|fliP|fliQ|fliS
GO:0001887	selenium compound metabolic process	biological_process	1	PSPTO_0794
GO:0001900	positive regulation of cytolysis by symbiont of host cells	biological_process	2	hopF2|hopQ1-1
GO:0001906	cell killing	biological_process	2	PSPTO_5232|PSPTO_5387
GO:0001907	killing by symbiont of host cells	biological_process	11	avrE1|hopAA1-1|hopAK1|hopF2|hopM1|hopN1|hopP1|hopQ1-1|hrpK1|hrpW1|hrpZ1
