go_id	go_term	go_domain	size	genes
GO:0000002	mitochondrial genome maintenance	biological_process	4	MEF2A|MPV17|MRPL17|SLC25A33
GO:0000012	single strand break repair	biological_process	2	APLF|TNP1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	2	ERCC1|RBBP8
GO:0000015	phosphopyruvate hydratase complex	cellular_component	2	ENO1|ENO3
GO:0000018	regulation of DNA recombination	biological_process	2	ALYREF|SMARCAD1
GO:0000027	ribosomal large subunit assembly	biological_process	2	BRIX1|RPL24
GO:0000028	ribosomal small subunit assembly	biological_process	5	ERAL1|RPS15|RPS17|RPS19|RPSA
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	ALG8
GO:0000035	acyl binding	molecular_function	1	GNAT1
GO:0000038	very long-chain fatty acid metabolic process	biological_process	2	ACSBG1|PEX5
GO:0000042	protein targeting to Golgi	biological_process	1	SYS1
GO:0000045	autophagic vacuole assembly	biological_process	13	ATG101|ATG12|ATG13|ATG3|ATG5|ATG9A|BECN1|GABARAP|GABARAPL1|MAP1LC3A|MAP1LC3B|NSFL1C|PSEN1
GO:0000046	autophagic vacuole fusion	biological_process	3	SNAP29|STX17|VAMP8
GO:0000049	tRNA binding	molecular_function	10	ALKBH8|CTU1|CTU2|MARS|METTL1|RPL35A|TRMT10A|TRMT11|TRMT1L|YARS
GO:0000050	urea cycle	biological_process	5	ARG1|ARG2|ASL|ASS1|OTC
GO:0000052	citrulline metabolic process	biological_process	3	ASS1|DDAH1|DDAH2
GO:0000053	argininosuccinate metabolic process	biological_process	1	ASS1
GO:0000054	ribosomal subunit export from nucleus	biological_process	1	EIF6
GO:0000055	ribosomal large subunit export from nucleus	biological_process	2	NMD3|SDAD1
GO:0000056	ribosomal small subunit export from nucleus	biological_process	1	RPS15
GO:0000060	protein import into nucleus, translocation	biological_process	6	CEP57|IFNG|MT3|TGFB1|TNF|TP53
GO:0000062	fatty-acyl-CoA binding	molecular_function	6	ACBD4|ACBD5|ACBD6|ACBD7|ALDH6A1|DBIL5
GO:0000070	mitotic sister chromatid segregation	biological_process	2	BUB3|PLK1
GO:0000076	DNA replication checkpoint	biological_process	2	DNA2|TIPIN
GO:0000077	DNA damage checkpoint	biological_process	3	INTS7|RAD9B|RHNO1
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	11	BCCIP|CCNA2|CCNB1|CCNB2|CCNC|CCNH|CCNT1|CDKN2B|CDKN2D|CNPPD1|SFN
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	16	CAMK2B|CCND1|CCNE2|CDK2|CDKN2D|EIF4E|EIF4EBP1|INHBA|ITGB1|NFATC1|PPP3CA|RBBP8|RHOU|RPS6KB1|TRIM71|USP37
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	biological_process	1	E2F6
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	9	ARPP19|BIRC5|CDC25C|CDKN2B|ENSA|FBXL15|KDM8|MASTL|PLK1
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	1	SLC25A26
GO:0000103	sulfate assimilation	biological_process	1	TXN2
GO:0000104	succinate dehydrogenase activity	molecular_function	3	SDHA|SDHC|SDHD
GO:0000109	nucleotide-excision repair complex	cellular_component	2	ERCC1|ERCC8
GO:0000118	histone deacetylase complex	cellular_component	1	HINT1
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	110	AEBP2|AJUBA|ASCL2|ATF3|AURKB|BHLHE40|BMI1|BMP4|BRMS1|BRMS1L|C1QBP|CAV1|CCND1|CELA1|CHCHD3|CRYM|CTNNB1|DMRT1|DNAJB5|DNAJC17|DNMT1|DRAP1|DUSP26|E2F8|EDN1|EDNRB|EFNA1|ESR2|ETV6|EZH1|FEZF2|FHL2|FLCN|FOXL2|FOXO1|FOXP1|FST|GATA3|HAND1|HDAC1|HES1|HEXIM1|HEXIM2|HNRNPA2B1|HOPX|HSF1|ID2|ID3|INSM1|IRF3|JUNB|KANK2|LMCD1|LMO1|MEF2A|MEF2C|MEN1|MINA|MOSPD1|MSX2|MYC|NANOG|NFIL3|NFX1|NOC2L|NR1D1|NR1H3|NR2F2|OSR1|OSR2|OVOL1|PAF1|PAX6|PDE2A|PHB|PKIA|PLK1|PPARG|PPID|PROP1|PSEN1|PTH|RBBP7|RBBP8|RBPJ|SCGB1A1|SETD8|SIRT7|SMARCA4|SMYD2|SNW1|SRY|STRAP|STRN3|SUDS3|TAGLN3|TBX6|TCF21|TFAP2A|TNF|TP53|TRAF6|TXN|UHRF1|URI1|USP2|UXT|VDR|ZBTB18|ZNHIT1
GO:0000123	histone acetyltransferase complex	cellular_component	5	ELP3|ING4|JADE1|KANSL2|WDR5
GO:0000124	SAGA complex	cellular_component	2	ENY2|USP22
GO:0000125	PCAF complex	cellular_component	1	TAF9
GO:0000132	establishment of mitotic spindle orientation	biological_process	5	DYNLT1|PAFAH1B1|PAX6|SPDL1|SPRY2
GO:0000137	Golgi cis cisterna	cellular_component	3	ATL1|LLGL1|TMEM59
GO:0000138	Golgi trans cisterna	cellular_component	2	B4GALT1|TMEM59
GO:0000139	Golgi membrane	cellular_component	101	ADAM10|AP3D1|ARFGAP2|ARFGAP3|ARFGEF1|ARL1|ARL3|ATL1|ATP2C1|B3GNT9|B4GAT1|BET1L|CABP1|CAV1|CAV2|CAV3|CHP1|CHPT1|CLSTN3|CNIH1|COG4|COG6|COG7|COG8|COPB2|CORO7|CREB3|DBNL|ECE2|EMP2|EXT1|EXT2|GABARAP|GABARAPL2|GAL3ST1|GALNT6|GCNT1|GCNT3|GLCE|GOLT1A|GOLT1B|GOSR1|GRB14|HACE1|HEPACAM2|LEPROT|LLGL1|LMAN2L|MGAT4A|MMGT1|NAA60|NDST2|PGAP2|PGAP3|POMGNT1|PSEN1|PSEN2|PTGES2|QPCTL|RAB21|RAB26|RAB6B|RHBDF1|RHEB|RHO|RHOU|RNF13|ROCK1|RTN3|SCAMP5|SCAP|SEC16B|SEC23A|SEC23B|SEC24A|SERINC3|SH3GLB1|SLC16A13|SLC35A2|SLC35A3|SLC35A4|SLC35A5|SLC35C1|SLC35D1|SLC39A13|ST6GALNAC6|STX5|SURF4|TMCO1|TMED10|TMED9|TMEM167A|TMEM167B|TMEM59|TMEM59L|TNFRSF1A|TPST2|UNC50|XYLT2|YIF1A|YKT6
GO:0000145	exocyst	cellular_component	3	EXOC3|EXOC3L1|EXOC8
GO:0000146	microfilament motor activity	molecular_function	1	MYH10
GO:0000149	SNARE binding	molecular_function	14	EXOC3|GABARAPL2|SEC22C|STX17|STX19|STX1A|STX1B|STX4|STX5|STX7|VAMP4|VAMP5|VAMP8|YKT6
GO:0000151	ubiquitin ligase complex	cellular_component	14	BMI1|DNAJA1|FBXO7|FBXO8|HSPA8|IKBKG|RNF168|RNF20|RNF8|UBE2D1|UBE2D2|UBE2N|UBE2V1|UBE4A
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	1	BRE
GO:0000153	cytoplasmic ubiquitin ligase complex	cellular_component	1	ATG3
