go_id	go_term	go_domain	size	genes
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	1	PFF0285c
GO:0000015	phosphopyruvate hydratase complex	cellular_component	1	PF10_0155
GO:0000027	ribosomal large subunit assembly	biological_process	3	PF07_0121|PFB0850c|PFB0855c
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	2	PF14_0749|PFL0415w
GO:0000045	autophagic vacuole assembly	biological_process	1	PF10_0155
GO:0000055	ribosomal large subunit export from nucleus	biological_process	1	PF07_0121
GO:0000070	mitotic sister chromatid segregation	biological_process	2	MAL13P1.96|PF11_0317
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	1	PFF1445c
GO:0000104	succinate dehydrogenase activity	molecular_function	1	PFL0630w
GO:0000105	histidine biosynthetic process	biological_process	1	PF13_0157
GO:0000109	nucleotide-excision repair complex	cellular_component	1	PFL2440w
GO:0000118	histone deacetylase complex	cellular_component	2	MAL7P1.37|PF14_0690
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	1	PFF0350w
GO:0000126	transcription factor TFIIIB complex	cellular_component	2	PF14_0469|PFE0415w
GO:0000139	Golgi membrane	cellular_component	1	PFC0160w
GO:0000146	microfilament motor activity	molecular_function	4	MAL13P1.148|PF11_0416|PF14_0124|PFL1435c
GO:0000151	ubiquitin ligase complex	cellular_component	2	PF14_0576|PFC0845c
GO:0000154	rRNA modification	biological_process	4	PF14_0156|PFB0890c|PFD0455w|PFL2395c
GO:0000159	protein phosphatase type 2A complex	cellular_component	1	PF13_0302
GO:0000162	tryptophan biosynthetic process	biological_process	1	PF13_0157
GO:0000164	protein phosphatase type 1 complex	cellular_component	1	PF10_0320a
GO:0000166	nucleotide binding	molecular_function	1	PF14_0052
GO:0000172	ribonuclease MRP complex	cellular_component	3	MAL7P1.28|PFF1040w|PFF1355w
GO:0000175	3'-5'-exoribonuclease activity	molecular_function	6	MAL13P1.204|MAL13P1.289|MAL7P1.104|PF13_0340|PFD0515w|PFI0295c
GO:0000178	exosome (RNase complex)	cellular_component	6	MAL13P1.289|MAL7P1.104|PF13_0340|PF14_0256|PF14_0473|PFD0515w
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	1	PFL2395c
GO:0000213	tRNA-intron endonuclease activity	molecular_function	1	PF14_0514
GO:0000214	tRNA-intron endonuclease complex	cellular_component	1	PF14_0514
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	cellular_component	2	PF13_0227|PF14_0615
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	2	PF13_0034|PF13_0130
GO:0000225	N-acetylglucosaminylphosphatidylinositol deacetylase activity	molecular_function	1	PFF1190c
GO:0000226	microtubule cytoskeleton organization	biological_process	2	PF10_0084|PFC0165w
GO:0000228	nuclear chromosome	cellular_component	1	PFD0685c
GO:0000245	spliceosomal complex assembly	biological_process	2	PFD0180c|PFL1520w
GO:0000280	nuclear division	biological_process	1	MAL7P1.118
GO:0000287	magnesium ion binding	molecular_function	1	PF13_0349
GO:0000304	response to singlet oxygen	biological_process	3	PF11_0169|PFF0775w|PFF1025c
GO:0000311	plastid large ribosomal subunit	cellular_component	4	MAL8P1.110|PF08_0014|PF10_0332|PF14_0041
GO:0000312	plastid small ribosomal subunit	cellular_component	2	PF14_0132|PF14_0581
GO:0000314	organellar small ribosomal subunit	cellular_component	2	MAL13P1.327|PF14_0519
GO:0000315	organellar large ribosomal subunit	cellular_component	4	PF11_0113|PF14_0270|PF14_0289|PF14_0709
GO:0000338	protein deneddylation	biological_process	1	PF14_0576
GO:0000339	RNA cap binding	molecular_function	2	PFC0635c|PFD0750w
GO:0000375	RNA splicing, via transesterification reactions	biological_process	21	MAL13P1.120|MAL13P1.253|MAL13P1.322|MAL8P1.43|MAL8P1.48|PF08_0049|PF10_0041|PF10_0217|PF11_0266|PF13_0142|PF14_0194|PFB0865w|PFD0265w|PFD0450c|PFD1060w|PFF0500c|PFF1135w|PFL0460w|PFL0970w|PFL1520w|PFL1680w
GO:0000398	mRNA splicing, via spliceosome	biological_process	7	MAL13P1.322|MAL13P1.35|MAL8P1.9|PF10_0041|PF11_0200|PF14_0656|PFL0460w
GO:0000408	EKC/KEOPS complex	cellular_component	3	MAL7P1.26|PF10_0299|PFE0580w
