go_id	go_term	go_domain	size	genes
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	1	3885706
GO:0000015	phosphopyruvate hydratase complex	cellular_component	1	810313
GO:0000027	ribosomal large subunit assembly	biological_process	3	812769|2655174|8444965
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	2	811136|812331
GO:0000041	transition metal ion transport	biological_process	3	811951|813328|2655109
GO:0000045	autophagic vacuole assembly	biological_process	1	810313
GO:0000054	ribosomal subunit export from nucleus	biological_process	1	2655174
GO:0000055	ribosomal large subunit export from nucleus	biological_process	1	2655174
GO:0000070	mitotic sister chromatid segregation	biological_process	2	810864|813987
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	1	3885751
GO:0000096	sulfur amino acid metabolic process	biological_process	2	2655026|2655112
GO:0000104	succinate dehydrogenase activity	molecular_function	2	810491|811179
GO:0000105	histidine biosynthetic process	biological_process	1	814127
GO:0000109	nucleotide-excision repair complex	cellular_component	1	811540
GO:0000118	histone deacetylase complex	cellular_component	2	812272|2655210
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	1	3885887
GO:0000126	transcription factor TFIIIB complex	cellular_component	2	812051|812860
GO:0000139	Golgi membrane	cellular_component	1	814351
GO:0000146	microfilament motor activity	molecular_function	4	810962|811339|811705|813699
GO:0000151	ubiquitin ligase complex	cellular_component	3	812158|814505|3885917
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	1	3885917
GO:0000154	rRNA modification	biological_process	4	811531|811737|812403|812778
GO:0000159	protein phosphatase type 2A complex	cellular_component	1	814265
GO:0000162	tryptophan biosynthetic process	biological_process	1	814127
GO:0000164	protein phosphatase type 1 complex	cellular_component	1	8445006
GO:0000166	nucleotide binding	molecular_function	76	810360|810494|810497|810605|810718|810728|810731|810735|810772|810792|810817|810878|811009|811031|811068|811073|811129|811152|811162|811165|811169|811219|811277|811334|811337|811339|811370|811437|811453|811538|811540|811549|811634|811645|811685|811695|811707|811740|812005|812068|812254|812379|812489|812563|812569|812923|812948|812981|813101|813431|813717|813801|813803|813857|814047|814185|814222|814226|814227|814236|814308|814309|2654935|2655022|2655088|2655106|2655117|2655157|2655188|2655364|2655416|2655467|2655499|3885777|3885897|8444972
GO:0000172	ribonuclease MRP complex	cellular_component	3	2655200|3885699|3885891
GO:0000175	3'-5'-exoribonuclease activity	molecular_function	7	811995|812382|813339|813762|813851|814299|2654956
GO:0000178	exosome (RNase complex)	cellular_component	6	811838|812055|812382|813851|814299|2654956
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	1	811531
GO:0000213	tRNA-intron endonuclease activity	molecular_function	1	812096
GO:0000214	tRNA-intron endonuclease complex	cellular_component	1	812096
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	cellular_component	2	812197|814194
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	2	814013|814101
GO:0000225	N-acetylglucosaminylphosphatidylinositol deacetylase activity	molecular_function	1	3885976
GO:0000226	microtubule cytoskeleton organization	biological_process	3	810242|814352|3885833
GO:0000228	nuclear chromosome	cellular_component	2	812569|2655426
GO:0000245	spliceosomal complex assembly	biological_process	2	811356|812468
GO:0000280	nuclear division	biological_process	1	2655184
GO:0000287	magnesium ion binding	molecular_function	1	814308
GO:0000295	adenine nucleotide transmembrane transporter activity	molecular_function	2	810209|810523
GO:0000302	response to reactive oxygen species	biological_process	3	810716|3885888|3885897
GO:0000304	response to singlet oxygen	biological_process	3	810716|3885888|3885897
GO:0000311	plastid large ribosomal subunit	cellular_component	4	810489|811623|2655253|2655463
GO:0000312	plastid small ribosomal subunit	cellular_component	2	811713|812163
GO:0000314	organellar small ribosomal subunit	cellular_component	7	811713|812033|812101|812163|812166|813893|2654961
GO:0000315	organellar large ribosomal subunit	cellular_component	12	810489|810662|810884|811488|811623|811852|811858|811871|812291|813040|2655253|2655463
GO:0000323	lytic vacuole	cellular_component	32	810226|810313|810360|810708|810709|810712|810721|810828|811363|811510|811642|811657|811658|811659|811660|812099|812110|812123|812156|812197|812831|812967|813614|813945|814101|814164|814196|814347|2655073|2655418|2655446|8444946
GO:0000338	protein deneddylation	biological_process	1	812158
GO:0000339	RNA cap binding	molecular_function	2	812555|814464
GO:0000375	RNA splicing, via transesterification reactions	biological_process	25	810199|810374|810747|810813|811145|811246|811356|811388|811775|812238|812409|812426|812456|812771|813670|813814|813888|813918|814113|2655346|2655384|2655440|2655500|3885872|3885881
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	7	810199|810747|811145|812238|813888|813918|2655440
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	biological_process	1	812096
GO:0000398	mRNA splicing, via spliceosome	biological_process	7	810199|810747|811145|812238|813888|813918|2655440
GO:0000408	EKC/KEOPS complex	cellular_component	3	810456|812937|2655198
GO:0000428	DNA-directed RNA polymerase complex	cellular_component	12	810426|810905|811119|812658|812744|812845|814002|814120|814300|814350|814496|2655063
GO:0000491	small nucleolar ribonucleoprotein complex assembly	biological_process	1	811390
GO:0000492	box C/D snoRNP assembly	biological_process	1	811390
GO:0000502	proteasome complex	cellular_component	5	810850|810861|811521|812487|812575
GO:0000702	oxidized base lesion DNA N-glycosylase activity	molecular_function	1	810853
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	molecular_function	1	810853
GO:0000723	telomere maintenance	biological_process	1	814058
GO:0000724	double-strand break repair via homologous recombination	biological_process	1	2655325
GO:0000725	recombinational repair	biological_process	1	2655325
GO:0000741	karyogamy	biological_process	1	813886
GO:0000775	chromosome, centromeric region	cellular_component	1	814155
GO:0000785	chromatin	cellular_component	3	811253|813853|2655098
GO:0000786	nucleosome	cellular_component	8	810613|810614|814155|814523|2655098|3885797|3885798|3885920
GO:0000791	euchromatin	cellular_component	1	2655098
GO:0000793	condensed chromosome	cellular_component	1	2655426
GO:0000794	condensed nuclear chromosome	cellular_component	1	2655426
GO:0000819	sister chromatid segregation	biological_process	2	810864|813987
GO:0000910	cytokinesis	biological_process	2	811237|811544
GO:0000922	spindle pole	cellular_component	1	814352
GO:0000988	protein binding transcription factor activity	molecular_function	3	810840|811521|2655210
GO:0000989	transcription factor binding transcription factor activity	molecular_function	3	810840|811521|2655210
GO:0001071	nucleic acid binding transcription factor activity	molecular_function	8	810273|810301|810450|812658|813770|814022|814244|2655220
GO:0001817	regulation of cytokine production	biological_process	1	812831
GO:0001818	negative regulation of cytokine production	biological_process	1	812831
GO:0001882	nucleoside binding	molecular_function	73	810360|810494|810497|810605|810718|810728|810731|810735|810772|810792|810817|810878|811009|811031|811068|811073|811129|811152|811162|811165|811169|811219|811277|811334|811337|811339|811370|811437|811453|811538|811540|811549|811645|811685|811695|811707|811740|812005|812068|812379|812489|812563|812569|812923|812981|813101|813431|813717|813801|813803|813857|814047|814185|814222|814226|814227|814236|814308|814309|2654935|2655022|2655088|2655106|2655117|2655157|2655188|2655364|2655416|2655467|2655499|3885777|3885897|8444972
GO:0001883	purine nucleoside binding	molecular_function	73	810360|810494|810497|810605|810718|810728|810731|810735|810772|810792|810817|810878|811009|811031|811068|811073|811129|811152|811162|811165|811169|811219|811277|811334|811337|811339|811370|811437|811453|811538|811540|811549|811645|811685|811695|811707|811740|812005|812068|812379|812489|812563|812569|812923|812981|813101|813431|813717|813801|813803|813857|814047|814185|814222|814226|814227|814236|814308|814309|2654935|2655022|2655088|2655106|2655117|2655157|2655188|2655364|2655416|2655467|2655499|3885777|3885897|8444972
GO:0001906	cell killing	biological_process	1	812110
GO:0001932	regulation of protein phosphorylation	biological_process	1	812931
GO:0001934	positive regulation of protein phosphorylation	biological_process	1	812931
GO:0001948	glycoprotein binding	molecular_function	1	814364
GO:0002094	polyprenyltransferase activity	molecular_function	1	3885904
GO:0002253	activation of immune response	biological_process	1	810313
GO:0002376	immune system process	biological_process	1	810313
GO:0002682	regulation of immune system process	biological_process	1	810313
GO:0002684	positive regulation of immune system process	biological_process	1	810313
GO:0003006	developmental process involved in reproduction	biological_process	1	2655083
GO:0003674	molecular_function	molecular_function	1025	810160|810194|810196|810199|810201|810209|810211|810221|810229|810235|810239|810242|810243|810244|810245|810261|810269|810272|810273|810274|810279|810281|810294|810295|810299|810301|810305|810308|810311|810312|810313|810323|810326|810327|810332|810333|810345|810351|810354|810359|810360|810366|810367|810373|810375|810377|810378|810381|810382|810402|810421|810425|810426|810428|810429|810430|810438|810446|810450|810451|810455|810456|810458|810468|810473|810474|810479|810482|810484|810486|810487|810489|810491|810494|810497|810505|810512|810519|810520|810523|810525|810526|810536|810563|810584|810585|810596|810604|810605|810613|810614|810617|810619|810623|810634|810641|810648|810650|810655|810662|810663|810688|810704|810708|810709|810712|810716|810718|810719|810720|810722|810728|810731|810735|810739|810747|810755|810763|810771|810772|810786|810787|810789|810792|810798|810803|810804|810805|810807|810811|810812|810813|810817|810819|810829|810831|810840|810841|810842|810845|810848|810850|810853|810854|810858|810859|810860|810861|810864|810878|810884|810905|810922|810928|810932|810941|810942|810953|810957|810958|810962|810976|810981|810983|810990|810997|811009|811020|811026|811029|811031|811038|811041|811053|811068|811073|811085|811089|811090|811091|811095|811110|811113|811115|811119|811120|811129|811136|811139|811146|811152|811153|811162|811165|811166|811169|811172|811178|811179|811185|811186|811187|811194|811200|811207|811209|811210|811214|811219|811230|811232|811237|811238|811244|811253|811254|811266|811277|811282|811286|811288|811289|811301|811304|811314|811315|811334|811337|811339|811347|811357|811360|811361|811362|811363|811370|811379|811394|811396|811401|811408|811410|811431|811436|811437|811440|811453|811454|811458|811463|811464|811465|811471|811474|811480|811485|811487|811488|811494|811501|811508|811510|811521|811531|811538|811540|811544|811547|811549|811551|811552|811560|811585|811588|811590|811591|811594|811597|811608|811609|811620|811623|811633|811634|811635|811638|811639|811642|811645|811657|811658|811659|811660|811663|811667|811669|811681|811683|811685|811695|811705|811707|811709|811713|811714|811722|811728|811729|811731|811732|811736|811737|811740|811745|811747|811762|811764|811766|811768|811773|811779|811781|811787|811789|811793|811797|811800|811803|811809|811812|811813|811816|811822|811824|811826|811828|811830|811832|811836|811837|811838|811842|811843|811847|811852|811855|811858|811860|811862|811863|811867|811868|811870|811871|811877|811878|811879|811891|811896|811898|811899|811903|811904|811905|811908|811909|811910|811923|811926|811930|811931|811932|811939|811948|811952|811955|811960|811964|811973|811974|811975|811981|811983|811985|811990|811995|811997|811999|812005|812007|812010|812011|812019|812023|812030|812033|812044|812058|812059|812066|812068|812074|812075|812090|812093|812095|812096|812099|812100|812101|812102|812105|812116|812123|812130|812135|812139|812145|812152|812156|812158|812161|812163|812166|812167|812171|812179|812184|812198|812202|812204|812207|812209|812214|812221|812235|812236|812238|812240|812242|812244|812254|812258|812261|812263|812272|812277|812279|812288|812291|812298|812307|812319|812320|812331|812358|812359|812364|812367|812379|812382|812388|812397|812416|812417|812430|812432|812443|812448|812449|812456|812458|812459|812460|812464|812468|812478|812486|812489|812505|812518|812529|812537|812540|812542|812544|812545|812555|812559|812563|812564|812569|812570|812574|812576|812585|812588|812597|812616|812624|812626|812627|812633|812638|812641|812642|812647|812652|812653|812654|812658|812677|812683|812690|812691|812693|812706|812710|812711|812717|812727|812729|812733|812744|812746|812747|812765|812769|812770|812775|812778|812819|812824|812825|812831|812833|812836|812838|812841|812845|812853|812854|812855|812859|812872|812877|812878|812881|812882|812901|812907|812910|812914|812915|812918|812919|812922|812923|812924|812925|812926|812927|812931|812934|812935|812937|812948|812950|812956|812958|812960|812964|812967|812977|812978|812980|812981|812982|812984|812994|812998|813008|813009|813012|813017|813018|813021|813022|813025|813031|813038|813040|813046|813052|813054|813060|813064|813068|813071|813086|813087|813088|813092|813098|813100|813101|813105|813108|813111|813130|813317|813328|813333|813336|813339|813343|813356|813396|813427|813431|813442|813466|813539|813610|813633|813665|813666|813667|813670|813672|813676|813683|813685|813690|813697|813699|813705|813716|813717|813725|813739|813745|813751|813762|813764|813765|813770|813773|813775|813785|813792|813796|813801|813803|813808|813817|813832|813839|813840|813843|813845|813846|813851|813853|813855|813857|813860|813866|813867|813888|813890|813892|813894|813902|813905|813933|813944|813945|813956|813973|813975|813983|813986|813993|813995|813998|814002|814012|814013|814016|814019|814022|814024|814027|814028|814031|814034|814040|814041|814047|814048|814055|814068|814076|814078|814083|814092|814093|814100|814103|814104|814114|814119|814120|814123|814126|814127|814129|814152|814155|814174|814178|814180|814181|814185|814189|814191|814195|814196|814203|814208|814218|814222|814224|814226|814227|814233|814236|814237|814244|814246|814249|814250|814253|814255|814263|814264|814265|814268|814269|814271|814275|814277|814278|814284|814285|814286|814287|814290|814293|814299|814300|814303|814304|814305|814308|814309|814312|814313|814317|814331|814339|814343|814347|814350|814351|814362|814364|814368|814374|814375|814380|814382|814386|814387|814388|814389|814391|814397|814399|814402|814406|814408|814410|814420|814427|814429|814432|814436|814443|814446|814454|814456|814457|814463|814464|814474|814480|814482|814483|814484|814489|814490|814491|814496|814500|814502|814505|814507|814508|814509|814510|814514|814517|814521|814522|814523|814524|814525|814526|814529|814537|814544|814549|814550|2654935|2654946|2654956|2654961|2654962|2654972|2654974|2654975|2654986|2655017|2655022|2655026|2655027|2655034|2655038|2655045|2655059|2655063|2655065|2655076|2655081|2655088|2655094|2655095|2655098|2655103|2655106|2655109|2655112|2655114|2655115|2655117|2655123|2655124|2655129|2655132|2655154|2655156|2655157|2655158|2655165|2655170|2655176|2655185|2655188|2655192|2655198|2655200|2655210|2655211|2655218|2655220|2655229|2655233|2655248|2655249|2655251|2655253|2655254|2655256|2655259|2655262|2655265|2655266|2655268|2655273|2655274|2655275|2655276|2655284|2655286|2655295|2655299|2655308|2655325|2655328|2655330|2655335|2655350|2655355|2655364|2655367|2655378|2655381|2655387|2655394|2655397|2655403|2655407|2655415|2655416|2655418|2655423|2655432|2655434|2655440|2655443|2655457|2655458|2655460|2655463|2655467|2655471|2655481|2655490|2655493|2655496|2655499|3885687|3885690|3885693|3885694|3885695|3885697|3885698|3885699|3885704|3885706|3885708|3885709|3885712|3885713|3885715|3885718|3885724|3885728|3885733|3885734|3885735|3885736|3885738|3885741|3885742|3885750|3885756|3885761|3885768|3885770|3885777|3885781|3885785|3885787|3885789|3885797|3885798|3885802|3885805|3885808|3885813|3885848|3885856|3885858|3885866|3885869|3885870|3885872|3885873|3885875|3885878|3885886|3885887|3885888|3885891|3885897|3885904|3885908|3885910|3885911|3885912|3885918|3885920|3885934|3885942|3885965|3885966|3885969|3885976|3885985|3885994|4794196|7857789|8444965|8444972|8444985|8445006|8445061|9221782|9221801|9221802|9221895
