go_id	go_term	go_domain	size	genes
GO:0000002	mitochondrial genome maintenance	biological_process	3	MSH1|OSB1|RECA3
GO:0000003	reproduction	biological_process	19	ARP4|ATM|BIN4|CYP71|ELF8|ESP|FAS2|FIE|FUS6|GSL05|GSL1|MIRO1|MTN1|MTN2|NBS1|RFC1|SCAR2|SCC3|XRN4
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	1	ALG12
GO:0000012	single strand break repair	biological_process	1	LIG1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	3	BFN1|ENDO5|UVH1
GO:0000015	phosphopyruvate hydratase complex	cellular_component	3	ENO1|ENOC|LOS2
GO:0000023	maltose metabolic process	biological_process	150	ACD2|ADG1|AGAL2|AGO4|AK-HSDH I|APE1|APG2|APO2|AT1G07280|AT1G07440|AT1G14030|AT1G22630|AT1G26230|AT1G49380|AT1G54350|AT1G56190|AT1G56500|AT1G62780|AT1G68600|AT1G70730|AT1G70820|AT1G73600|AT1G73655|AT1G76450|AT1G76730|AT1G77090|AT2G01870|AT2G03420|AT2G04700|AT2G05830|AT2G21530|AT2G23390|AT2G26900|AT2G31040|AT2G36145|AT2G43530|AT3G01660|AT3G07670|AT3G09050|AT3G10940|AT3G15570|AT3G17930|AT3G18500|AT3G19000|AT3G20930|AT3G21580|AT3G22210|AT3G28760|AT3G29185|AT3G45050|AT3G48200|AT3G51510|AT3G55250|AT3G56010|AT3G59780|AT3G63160|AT4G02790|AT4G04340|AT4G10300|AT4G17360|AT4G18060|AT4G26530|AT4G27700|AT4G30020|AT4G32330|AT4G33500|AT4G35760|AT4G36530|AT5G02940|AT5G05200|AT5G08570|AT5G11450|AT5G12150|AT5G14970|AT5G27560|AT5G28500|AT5G46420|AT5G48590|AT5G53580|AT5G55220|AT5G58260|AT5G58330|ATK2|ATP-PRT2|ATPC1|BAM2|CCB3|CLPP5|CP31B|CRK18|CRR7|CYP97A3|CaS|DBE1|DEG8|DPE2|DXR|EMB1270|EMB2083|FC2|FRO8|FTSZ2-2|GLDP1|GSTU20|HCEF1|HCF101|HCF152|IIL1|IMPL1|ISA1|LDA|LOX2|LSF1|MEK1|MFP1|NDF6|NHL12|NPQ4|PGI1|PGK1|PGM|PGR3|PGR5-LIKE A|PHOT2|PHR2|PMEAMT|POR C|PQL1|RCP1|RP1|RSR4|SBE2.2|SBPASE|SCO1|SEX4|SFR2|SHA1|SIG4|SNC4|SSI1|THI1|THIC|THM1|TPS5|TRX-M4|TRXF1|UGLYAH|UGP1|hda14|ty2
GO:0000024	maltose biosynthetic process	biological_process	1	CT-BMY
GO:0000025	maltose catabolic process	biological_process	2	DPE1|DPE2
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	1	AT1G16900
GO:0000027	ribosomal large subunit assembly	biological_process	4	AT1G52930|AT3G15460|AT3G23620|MEE49
GO:0000028	ribosomal small subunit assembly	biological_process	14	AT2G04390|AT2G05220|AT3G10610|AT5G04800|AT5G09490|AT5G09500|AT5G09510|AT5G38720|AT5G43640|AT5G63070|P40|PWP2|RPS15|RPSAb
GO:0000030	mannosyltransferase activity	molecular_function	3	AT1G16570|AT5G14850|PNT1
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	ALG3
GO:0000035	acyl binding	molecular_function	1	TIP1
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	11	ACP1|ACP2|ACP3|ACP4|ACP5|AT4G13050|FATB|FaTA|MTACP-1|mtACP2|mtACP3
GO:0000038	very long-chain fatty acid metabolic process	biological_process	44	ACP5|AT1G01800|AT1G10310|AT1G24360|AT1G29670|AT1G55260|AT2G04540|AT2G45180|AT3G11630|AT3G16370|AT3G43720|AT3G59710|AT5G45950|AT5G47110|AT5G51140|BI1|CER2|CER3|FAB1|FAH1|GPAT4|KAS I|KAS III|KCS1|KCS10|KCS13|KCS14|KCS16|KCS17|KCS18|KCS2|KCS20|KCS21|KCS3|KCS4|KCS5|KCS6|KCS7|KCS8|KCS9|LTP5|PSB28|RABE1b|mtACP2
