go_id	go_term	go_domain	size	genes
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	4	1207896|1208040|1208205|1208380
GO:0000041	transition metal ion transport	biological_process	3	1209417|1209677|1209678
GO:0000096	sulfur amino acid metabolic process	biological_process	5	1208768|1209937|1209938|1209960|1209961
GO:0000097	sulfur amino acid biosynthetic process	biological_process	5	1208768|1209937|1209938|1209960|1209961
GO:0000104	succinate dehydrogenase activity	molecular_function	1	1209309
GO:0000105	histidine biosynthetic process	biological_process	1	1208562
GO:0000154	rRNA modification	biological_process	7	1208648|1208881|1209033|1209259|1209427|1209828|1209895
GO:0000155	phosphorelay sensor kinase activity	molecular_function	6	1208519|1208681|1208985|1209133|1209672|1209918
GO:0000156	phosphorelay response regulator activity	molecular_function	11	1208519|1208602|1208651|1208672|1208681|1208850|1208943|1208985|1209132|1209672|1209919
GO:0000160	phosphorelay signal transduction system	biological_process	13	1208519|1208602|1208651|1208672|1208681|1208850|1208943|1208985|1209132|1209133|1209672|1209918|1209919
GO:0000162	tryptophan biosynthetic process	biological_process	4	1209054|1209056|1209057|1209058
GO:0000166	nucleotide binding	molecular_function	32	1207923|1207978|1208011|1208050|1208116|1208206|1208270|1208365|1208618|1208630|1208637|1208668|1208704|1208749|1208827|1208895|1208896|1208957|1209050|1209150|1209198|1209202|1209258|1209265|1209328|1209412|1209415|1209600|1209681|1209720|1209754|1209865
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	1	1209895
GO:0000270	peptidoglycan metabolic process	biological_process	28	1207871|1207989|1207994|1207995|1207996|1208002|1208003|1208006|1208007|1208008|1208071|1208180|1208195|1208261|1208433|1208435|1208642|1208762|1208818|1208929|1208986|1209005|1209013|1209166|1209244|1209256|1209288|1209860
GO:0000271	polysaccharide biosynthetic process	biological_process	22	1208463|1208560|1208565|1208566|1208567|1208569|1208578|1208579|1208583|1208723|1208731|1208732|1208734|1208735|1208736|1208738|1208958|1209256|1209568|1209746|1209750|1209860
GO:0000286	alanine dehydrogenase activity	molecular_function	1	1209018
GO:0000726	non-recombinational repair	biological_process	1	1209846
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	1	1209198
GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity	molecular_function	1	1208533
GO:0000910	cytokinesis	biological_process	12	1207988|1208003|1208009|1208011|1208012|1208425|1208801|1209095|1209258|1209817|1209818|1209840
GO:0000988	protein binding transcription factor activity	molecular_function	2	1209580|1209822
GO:0000990	core RNA polymerase binding transcription factor activity	molecular_function	2	1209580|1209822
GO:0000996	core DNA-dependent RNA polymerase binding promoter specificity activity	molecular_function	2	1209580|1209822
GO:0001071	nucleic acid binding transcription factor activity	molecular_function	11	1208106|1208219|1208393|1208667|1208711|1208943|1209132|1209143|1209715|1209716|1209885
GO:0001716	L-amino-acid oxidase activity	molecular_function	1	1207973
GO:0001882	nucleoside binding	molecular_function	31	1207923|1207978|1208011|1208050|1208116|1208206|1208270|1208365|1208618|1208630|1208637|1208668|1208704|1208749|1208827|1208895|1208896|1208957|1209050|1209150|1209202|1209258|1209265|1209328|1209412|1209415|1209600|1209681|1209720|1209754|1209865
GO:0001883	purine nucleoside binding	molecular_function	31	1207923|1207978|1208011|1208050|1208116|1208206|1208270|1208365|1208618|1208630|1208637|1208668|1208704|1208749|1208827|1208895|1208896|1208957|1209050|1209150|1209202|1209258|1209265|1209328|1209412|1209415|1209600|1209681|1209720|1209754|1209865
GO:0001906	cell killing	biological_process	1	1209401
GO:0002094	polyprenyltransferase activity	molecular_function	1	1207917
