go_id	go_term	go_domain	size	genes
GO:0000105	histidine biosynthetic process	biological_process	12	hisA|hisB|hisC|hisD|hisF|hisG|hisH|hisI|hisJ|hisL|hisP|purR
GO:0000162	tryptophan biosynthetic process	biological_process	11	aroH|mtr|tnaB|trpA|trpB|trpC|trpD|trpE|trpL|trpR|wrbA
GO:0000270	peptidoglycan metabolic process	biological_process	12	ampD|ampG|ldcA|mpl|mppA|murF|nagZ|oppA|oppB|oppC|oppD|oppF
GO:0000271	polysaccharide biosynthetic process	biological_process	8	glgA|glgB|glgC|glgP|glgS|glgX|mlc|yaiP
GO:0000272	polysaccharide catabolic process	biological_process	9	amyA|bcsZ|frvX|malP|malQ|malS|malZ|ybhC|ycjM
GO:0000287	magnesium ion binding	molecular_function	1	rfbA
GO:0003735	structural constituent of ribosome	molecular_function	56	rimK|rplA|rplB|rplC|rplD|rplE|rplF|rplI|rplJ|rplK|rplL|rplM|rplN|rplO|rplP|rplQ|rplR|rplS|rplT|rplU|rplV|rplW|rplX|rplY|rpmA|rpmB|rpmC|rpmD|rpmE|rpmF|rpmG|rpmH|rpmI|rpmJ|rpsA|rpsB|rpsC|rpsD|rpsE|rpsF|rpsG|rpsH|rpsI|rpsJ|rpsK|rpsL|rpsM|rpsN|rpsO|rpsP|rpsQ|rpsR|rpsS|rpsT|rpsU|sra
GO:0004009	ATP-binding cassette (ABC) transporter activity	molecular_function	3	ydcR|yehL|yjgA
GO:0005244	voltage-gated ion channel activity	molecular_function	2	gpr|kch
GO:0005298	proline:sodium symporter activity	molecular_function	1	putP
GO:0005311	sodium:dicarboxylate/tricarboxylate symporter activity	molecular_function	1	dctA
GO:0005432	calcium:sodium antiporter activity	molecular_function	1	yrbG
GO:0005576	extracellular region	cellular_component	2	bcsZ|hlyE
