go_id	go_term	go_domain	size	genes
GO:0000041	transition metal ion transport	biological_process	24	945180|945181|945184|945193|945201|945209|945214|945420|945649|946246|946345|946407|946410|946427|946838|947510|947538|947836|947839|947909|947919|948819|948826|949104
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	2	945422|948628
GO:0000096	sulfur amino acid metabolic process	biological_process	18	945771|945803|946143|946240|946284|946502|946877|946888|947939|948126|948310|948323|948433|948434|948435|948513|948522|948833
GO:0000097	sulfur amino acid biosynthetic process	biological_process	18	945771|945803|946143|946240|946284|946502|946877|946888|947939|948126|948310|948323|948433|948434|948435|948513|948522|948833
GO:0000101	sulfur amino acid transport	biological_process	1	948833
GO:0000105	histidine biosynthetic process	biological_process	12	945226|945309|946515|946516|946521|946531|946544|946547|946549|946551|946552|946789
GO:0000162	tryptophan biosynthetic process	biological_process	11	945109|945519|945768|945846|945856|946204|946229|947263|947675|948220|948917
GO:0000255	allantoin metabolic process	biological_process	7	945129|945134|945141|945146|945150|945394|948342
GO:0000256	allantoin catabolic process	biological_process	7	945129|945134|945141|945146|945150|945394|948342
GO:0000270	peptidoglycan metabolic process	biological_process	51	944791|944799|944813|944814|944818|944843|944964|945240|945313|945428|945655|945671|945756|945802|945810|945818|945823|945830|945951|946064|946065|946096|946153|946175|946301|946321|946324|946438|946662|946812|946916|947152|947184|947293|947655|947692|947693|947703|947728|947756|947907|948241|948246|948467|948470|948669|948683|948725|948752|948877|948908
GO:0000271	polysaccharide biosynthetic process	biological_process	66	944789|944815|944840|945005|945154|945179|945235|945276|945308|945354|945357|945358|945510|945526|945539|945730|945785|946467|946543|946553|946556|946557|946558|946559|946561|946562|946563|946564|946565|946567|946569|946570|946571|946573|946574|946578|946579|946580|946582|946583|946588|946944|947117|947441|947482|947533|947692|947931|947932|947940|947941|947942|948137|948241|948246|948293|948296|948299|948300|948301|948789|948888|948977|948993|949048|949113
GO:0000272	polysaccharide catabolic process	biological_process	9	945381|945659|946434|947922|947923|948046|948088|948388|949131
GO:0000287	magnesium ion binding	molecular_function	1	945154
GO:0001101	response to acid chemical	biological_process	10	944840|945354|945357|945358|945730|946562|946563|946571|946574|946580
GO:0003674	molecular_function	molecular_function	108	944759|944773|945082|945085|945120|945152|945154|945179|945190|945368|945422|945484|945520|945536|945544|945563|945602|945618|945657|945688|945841|945905|945947|945984|946030|946045|946106|946114|946146|946212|946214|946252|946318|946349|946413|946490|946813|946889|946941|947031|947096|947103|947160|947170|947240|947241|947361|947450|947480|947482|947508|947515|947577|947686|947730|947784|947791|947792|947793|947795|947797|947798|947800|947801|947802|947803|947804|947805|947806|947807|947808|947809|947810|947811|947813|947814|947816|947817|947818|947819|947820|947828|947845|947846|947858|947865|947874|947972|948159|948216|948325|948425|948429|948430|948483|948484|948489|948490|948556|948628|948720|948721|948723|948758|948778|948979|949000|949057
GO:0003735	structural constituent of ribosome	molecular_function	56	944759|945152|945190|945484|945536|945618|945657|946030|946318|946349|946941|947096|947103|947577|947686|947784|947791|947792|947793|947795|947797|947798|947800|947801|947802|947803|947804|947805|947806|947807|947808|947809|947810|947811|947813|947814|947816|947817|947818|947819|947820|947828|947845|947846|947874|948216|948425|948483|948484|948489|948490|948720|948721|948723|949000|949057
GO:0003824	catalytic activity	molecular_function	16	945082|945085|945179|946045|946106|946889|947170|947450|947508|947515|947865|947972|948159|948429|948430|948778
GO:0004009	ATP-binding cassette (ABC) transporter activity	molecular_function	3	946004|946656|948751
GO:0005198	structural molecule activity	molecular_function	56	944759|945152|945190|945484|945536|945618|945657|946030|946318|946349|946941|947096|947103|947577|947686|947784|947791|947792|947793|947795|947797|947798|947800|947801|947802|947803|947804|947805|947806|947807|947808|947809|947810|947811|947813|947814|947816|947817|947818|947819|947820|947828|947845|947846|947874|948216|948425|948483|948484|948489|948490|948720|948721|948723|949000|949057
GO:0005215	transporter activity	molecular_function	16	944773|945368|945422|945602|945841|946045|946106|946889|947450|947480|947508|947730|947858|947972|948628|948778
GO:0005216	ion channel activity	molecular_function	2	945841|947480
GO:0005244	voltage-gated ion channel activity	molecular_function	2	945841|947480
GO:0005283	sodium:amino acid symporter activity	molecular_function	1	945602
GO:0005298	proline:sodium symporter activity	molecular_function	1	945602
GO:0005311	sodium:dicarboxylate/tricarboxylate symporter activity	molecular_function	1	948039
GO:0005342	organic acid transmembrane transporter activity	molecular_function	3	945422|945602|948628
GO:0005343	organic acid:sodium symporter activity	molecular_function	1	945602
GO:0005416	cation:amino acid symporter activity	molecular_function	1	945602
GO:0005432	calcium:sodium antiporter activity	molecular_function	1	947730
GO:0005451	monovalent cation:proton antiporter activity	molecular_function	2	944773|947858
GO:0005488	binding	molecular_function	2	945154|947482
GO:0005515	protein binding	molecular_function	1	947482
GO:0005575	cellular_component	cellular_component	1728	944741|944744|944745|944748|944750|944753|944757|944758|944759|944760|944761|944762|944765|944766|944770|944773|944777|944778|944779|944780|944783|944784|944785|944786|944788|944789|944791|944793|944795|944798|944799|944800|944802|944804|944807|944808|944812|944813|944814|944815|944816|944817|944818|944819|944820|944821|944822|944823|944824|944827|944828|944830|944833|944836|944837|944838|944839|944840|944841|944843|944844|944845|944848|944849|944850|944852|944854|944856|944859|944861|944862|944863|944865|944866|944867|944868|944870|944872|944874|944876|944877|944885|944886|944888|944891|944893|944894|944895|944896|944899|944901|944905|944907|944908|944918|944919|944922|944926|944933|944939|944943|944953|944955|944957|944958|944963|944964|944965|944967|944977|944979|944987|944988|944989|944990|944993|944994|944996|944997|945000|945001|945004|945005|945006|945007|945008|945011|945013|945022|945026|945027|945028|945029|945030|945031|945032|945034|945041|945042|945044|945046|945049|945050|945054|945055|945057|945058|945064|945069|945071|945073|945076|945077|945079|945080|945081|945082|945083|945084|945085|945088|945092|945096|945097|945100|945101|945102|945105|945108|945109|945112|945113|945119|945122|945127|945128|945132|945135|945136|945137|945138|945143|945152|945153|945154|945156|945159|945160|945164|945168|945174|945180|945181|945182|945184|945185|945187|945190|945191|945193|945194|945198|945199|945201|945209|945213|945214|945222|945224|945226|945227|945228|945230|945231|945233|945235|945238|945240|945241|945250|945254|945258|945260|945266|945271|945272|945276|945281|945282|945285|945292|945294|945295|945298|945299|945300|945301|945302|945305|945309|945310|945313|945316|945320|945321|945322|945324|945325|945327|945328|945333|945335|945341|945343|945347|945348|945350|945351|945354|945355|945357|945358|945360|945361|945362|945363|945364|945366|945368|945371|945374|945377|945378|945381|945382|945385|945389|945393|945400|945401|945402|945403|945406|945411|945413|945414|945415|945418|945419|945420|945421|945422|945428|945429|945431|945435|945438|945440|945442|945443|945446|945448|945450|945453|945455|945457|945459|945460|945461|945464|945472|945475|945476|945480|945484|945485|945489|945490|945497|945499|945500|945502|945504|945506|945507|945508|945510|945513|945514|945515|945516|945517|945518|945519|945522|945526|945527|945530|945532|945533|945535|945536|945539|945540|945553|945554|945555|945556|945560|945561|945562|945566|945567|945571|945574|945579|945580|945581|945582|945583|945585|945586|945595|945596|945598|945600|945602|945604|945606|945608|945611|945615|945618|945619|945621|945622|945623|945624|945625|945627|945637|945639|945641|945642|945645|945647|945649|945651|945655|945657|945661|945665|945669|945670|945673|945674|945678|945680|945681|945682|945683|945686|945690|945691|945692|945693|945694|945695|945696|945697|945709|945711|945716|945725|945737|945740|945741|945744|945745|945746|945751|945755|945756|945757|945764|945765|945766|945767|945768|945770|945771|945773|945774|945775|945777|945780|945782|945783|945785|945787|945788|945790|945791|945792|945793|945795|945796|945797|945798|945799|945802|945803|945806|945808|945810|945817|945818|945821|945822|945823|945825|945827|945829|945830|945831|945836|945839|945841|945843|945844|945849|945852|945853|945855|945856|945862|945863|945870|945873|945875|945877|945879|945880|945883|945887|945888|945889|945892|945893|945894|945898|945902|945903|945908|945911|945912|945915|945918|945932|945937|945938|945939|945941|945942|945945|945951|945976|945977|945978|945982|945994|945995|945998|945999|946002|946003|946005|946007|946015|946016|946017|946018|946019|946020|946028|946029|946030|946034|946035|946038|946042|946044|946045|946047|946048|946049|946052|946057|946058|946059|946064|946065|946072|946074|946076|946077|946083|946089|946096|946105|946106|946122|946125|946128|946129|946132|946134|946137|946138|946139|946141|946144|946148|946150|946151|946153|946156|946167|946175|946178|946182|946186|946188|946191|946196|946198|946199|946201|946203|946204|946206|946216|946220|946222|946223|946224|946225|946227|946230|946233|946234|946240|946242|946243|946246|946247|946252|946253|946257|946264|946266|946267|946268|946273|946274|946276|946278|946282|946284|946287|946288|946289|946293|946298|946301|946305|946306|946307|946309|946312|946313|946318|946321|946322|946323|946324|946326|946327|946328|946332|946334|946335|946340|946342|946344|946348|946349|946352|946353|946356|946359|946361|946364|946367|946368|946369|946370|946371|946372|946374|946375|946378|946385|946388|946389|946390|946391|946393|946394|946396|946397|946399|946400|946402|946406|946407|946408|946409|946410|946412|946417|946421|946422|946425|946427|946434|946438|946441|946448|946452|946461|946462|946463|946464|946465|946467|946468|946479|946495|946499|946501|946502|946506|946508|946515|946516|946518|946521|946533|946537|946545|946546|946548|946549|946557|946560|946562|946563|946566|946575|946576|946589|946601|946603|946604|946605|946606|946607|946608|946610|946611|946614|946617|946619|946623|946624|946625|946628|946633|946638|946643|946648|946653|946655|946659|946660|946661|946662|946665|946667|946671|946672|946673|946675|946677|946678|946679|946680|946681|946682|946683|946684|946686|946687|946689|946690|946692|946697|946698|946700|946703|946704|946705|946706|946708|946709|946710|946713|946714|946716|946721|946725|946733|946735|946738|946739|946744|946746|946753|946756|946757|946759|946761|946762|946764|946765|946768|946769|946770|946775|946779|946780|946782|946788|946789|946790|946791|946792|946793|946794|946796|946798|946799|946801|946802|946812|946816|946818|946820|946832|946835|946837|946838|946839|946841|946844|946847|946858|946862|946867|946868|946869|946875|946877|946880|946882|946883|946884|946885|946889|946890|946891|946895|946897|946899|946902|946905|946906|946908|946910|946916|946920|946934|946938|946941|946944|946948|946949|946950|946952|946954|946955|946957|946961|946962|946969|946973|946975|946978|946985|946989|946990|946996|947000|947003|947005|947007|947008|947011|947016|947020|947022|947024|947028|947030|947032|947037|947038|947039|947040|947043|947045|947048|947050|947052|947053|947054|947055|947059|947066|947067|947069|947077|947079|947081|947087|947093|947094|947096|947097|947099|947103|947104|947105|947109|947115|947117|947122|947130|947132|947137|947139|947140|947143|947145|947148|947149|947152|947153|947154|947155|947165|947166|947167|947170|947175|947176|947177|947181|947184|947185|947191|947193|947196|947203|947206|947208|947210|947212|947216|947218|947220|947227|947235|947238|947244|947247|947255|947257|947259|947263|947264|947265|947271|947272|947278|947280|947285|947289|947290|947293|947299|947303|947305|947311|947314|947315|947318|947322|947326|947331|947334|947335|947340|947341|947352|947354|947363|947365|947368|947369|947371|947372|947374|947381|947391|947396|947409|947412|947413|947414|947426|947432|947434|947436|947441|947444|947447|947450|947454|947465|947466|947471|947475|947479|947481|947482|947484|947487|947490|947492|947494|947495|947496|947497|947498|947499|947501|947503|947508|947509|947510|947511|947514|947515|947521|947522|947528|947529|947531|947533|947537|947538|947542|947547|947549|947551|947553|947555|947560|947564|947567|947570|947572|947573|947574|947576|947577|947579|947580|947586|947590|947598|947601|947602|947605|947608|947612|947613|947617|947623|947628|947629|947642|947643|947648|947651|947653|947654|947655|947656|947658|947659|947670|947672|947674|947675|947679|947682|947684|947685|947686|947687|947690|947692|947693|947696|947697|947699|947703|947704|947706|947708|947710|947711|947720|947725|947728|947729|947730|947731|947738|947740|947744|947745|947746|947747|947748|947752|947755|947756|947757|947761|947763|947764|947765|947766|947768|947779|947784|947786|947787|947788|947789|947791|947792|947793|947794|947795|947797|947798|947799|947800|947801|947802|947803|947804|947805|947806|947807|947808|947809|947810|947811|947813|947814|947816|947817|947818|947819|947820|947826|947828|947829|947836|947837|947838|947839|947840|947845|947846|947847|947850|947856|947858|947861|947864|947865|947866|947867|947868|947869|947874|947878|947881|947887|947893|947894|947907|947912|947913|947914|947919|947921|947923|947924|947926|947928|947930|947931|947932|947934|947938|947940|947941|947942|947946|947953|947955|947957|947959|947960|947961|947962|947964|947965|947966|947967|947968|947969|947970|947971|947972|947978|947980|947981|947982|947984|947986|947987|947989|947990|947991|947995|947998|948003|948006|948007|948008|948009|948010|948011|948013|948014|948022|948027|948030|948031|948032|948037|948039|948046|948049|948056|948057|948062|948063|948064|948065|948066|948068|948070|948074|948075|948078|948079|948080|948083|948086|948088|948090|948092|948097|948103|948106|948110|948114|948116|948118|948121|948122|948123|948124|948125|948126|948127|948129|948130|948136|948141|948145|948146|948147|948148|948149|948150|948151|948153|948155|948157|948159|948160|948162|948163|948166|948168|948172|948175|948176|948177|948178|948180|948181|948184|948185|948195|948196|948201|948209|948211|948213|948214|948215|948216|948217|948218|948219|948220|948228|948235|948236|948237|948238|948239|948240|948241|948242|948243|948244|948245|948246|948247|948251|948252|948253|948254|948255|948258|948259|948260|948261|948262|948264|948265|948266|948267|948269|948283|948284|948286|948291|948292|948293|948297|948298|948306|948307|948308|948310|948316|948317|948318|948319|948323|948324|948327|948333|948347|948351|948353|948356|948360|948361|948364|948365|948370|948371|948377|948378|948379|948383|948393|948394|948395|948396|948397|948398|948403|948404|948405|948407|948411|948412|948413|948418|948422|948424|948425|948426|948427|948428|948429|948430|948434|948435|948442|948444|948445|948455|948456|948457|948458|948461|948462|948463|948464|948467|948468|948469|948470|948482|948483|948484|948485|948486|948487|948488|948489|948490|948496|948499|948503|948504|948505|948506|948507|948512|948513|948517|948524|948529|948530|948531|948532|948533|948535|948537|948538|948540|948541|948543|948544|948545|948547|948548|948552|948554|948555|948559|948562|948563|948566|948567|948570|948571|948573|948575|948577|948579|948580|948581|948583|948585|948591|948593|948594|948598|948603|948604|948608|948609|948611|948612|948613|948615|948623|948624|948626|948628|948629|948630|948631|948632|948635|948637|948639|948640|948641|948643|948644|948645|948649|948652|948653|948654|948655|948657|948658|948659|948661|948665|948666|948667|948668|948669|948670|948671|948673|948676|948679|948680|948683|948690|948691|948695|948701|948720|948721|948722|948723|948725|948729|948733|948743|948746|948748|948750|948752|948753|948754|948760|948761|948762|948763|948767|948768|948774|948778|948783|948784|948785|948787|948791|948794|948795|948797|948798|948807|948812|948813|948819|948824|948826|948828|948832|948833|948836|948838|948841|948843|948844|948845|948846|948847|948848|948849|948855|948858|948860|948861|948867|948868|948870|948872|948874|948877|948878|948879|948880|948884|948886|948888|948889|948890|948891|948892|948894|948895|948897|948898|948900|948902|948908|948909|948913|948916|948917|948918|948922|948923|948942|948946|948957|948959|948968|948977|948981|948985|948986|948988|948989|948990|948993|948994|948997|949000|949001|949002|949011|949013|949015|949017|949020|949021|949028|949030|949031|949032|949034|949035|949036|949038|949039|949041|949042|949043|949046|949047|949048|949051|949052|949053|949054|949055|949057|949058|949063|949064|949065|949066|949070|949073|949075|949076|949077|949078|949081|949083|949093|949095|949102|949103|949104|949105|949109|949114|949116|949120|949122|949123|949129|949130|949131|949133|949134|1450235|1450236|1450240|1450242|1450243|1450246|1450249|1450253|1450257|1450262|1450268|1450274|1450282|1450285|1450286|1450287|1450289|1450290|1450291|1450292|1450295|1450298|1450299|1450303|1450308|1450313|2847688|2847698|2847706|2847707|2847725|2847743|2847752|2847756|2847757|2847760|2847767|4056026|4056027|4056031|4056033|4056035|4306141
GO:0005576	extracellular region	cellular_component	2	945745|948046
