go_id	go_term	go_domain	size	genes
GO:0000023	maltose metabolic process	biological_process	2	PFL_RS14540|PFL_RS26745
GO:0000030	mannosyltransferase activity	molecular_function	2	PFL_RS15405|PFL_RS22635
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	4	PFL_RS02425|PFL_RS02430|PFL_RS09045|PFL_RS29490
GO:0000103	sulfate assimilation	biological_process	3	PFL_RS04750|PFL_RS04755|PFL_RS27790
GO:0000104	succinate dehydrogenase activity	molecular_function	4	PFL_RS08635|PFL_RS08640|sdhA|sdhB
GO:0000105	histidine biosynthetic process	biological_process	13	PFL_RS01845|PFL_RS01860|PFL_RS01865|PFL_RS02155|PFL_RS04720|PFL_RS04725|PFL_RS20280|PFL_RS21885|PFL_RS31325|hisG|hisH|hisI|hisZ
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	2	PFL_RS01865|hisH
GO:0000154	rRNA modification	biological_process	5	PFL_RS00105|PFL_RS02930|PFL_RS04245|PFL_RS22565|PFL_RS28640
GO:0000155	phosphorelay sensor kinase activity	molecular_function	80	PFL_RS00055|PFL_RS00460|PFL_RS01040|PFL_RS01425|PFL_RS01545|PFL_RS01930|PFL_RS03190|PFL_RS03375|PFL_RS03490|PFL_RS04495|PFL_RS05600|PFL_RS05720|PFL_RS05740|PFL_RS07280|PFL_RS08020|PFL_RS08240|PFL_RS08755|PFL_RS08825|PFL_RS09910|PFL_RS10935|PFL_RS11130|PFL_RS11165|PFL_RS11240|PFL_RS12700|PFL_RS12980|PFL_RS13320|PFL_RS13450|PFL_RS13695|PFL_RS14935|PFL_RS15100|PFL_RS15910|PFL_RS16125|PFL_RS16135|PFL_RS16385|PFL_RS16395|PFL_RS16410|PFL_RS16495|PFL_RS16790|PFL_RS16795|PFL_RS17865|PFL_RS18070|PFL_RS18355|PFL_RS18365|PFL_RS18660|PFL_RS19425|PFL_RS19435|PFL_RS19585|PFL_RS19930|PFL_RS20385|PFL_RS20600|PFL_RS21210|PFL_RS21335|PFL_RS21510|PFL_RS21530|PFL_RS21795|PFL_RS22395|PFL_RS22575|PFL_RS22585|PFL_RS22675|PFL_RS22700|PFL_RS22780|PFL_RS23175|PFL_RS23415|PFL_RS24180|PFL_RS24315|PFL_RS24440|PFL_RS24605|PFL_RS24805|PFL_RS24865|PFL_RS25030|PFL_RS25430|PFL_RS25695|PFL_RS25970|PFL_RS26405|PFL_RS26770|PFL_RS27515|PFL_RS28600|PFL_RS28950|PFL_RS29515|PFL_RS30965
GO:0000156	phosphorelay response regulator activity	molecular_function	116	PFL_RS00040|PFL_RS00465|PFL_RS00970|PFL_RS01035|PFL_RS01420|PFL_RS01540|PFL_RS03375|PFL_RS03430|PFL_RS03505|PFL_RS03555|PFL_RS04500|PFL_RS05600|PFL_RS05605|PFL_RS05610|PFL_RS05740|PFL_RS05750|PFL_RS06275|PFL_RS07275|PFL_RS08030|PFL_RS08245|PFL_RS08285|PFL_RS08405|PFL_RS08420|PFL_RS08755|PFL_RS08830|PFL_RS09915|PFL_RS09950|PFL_RS10940|PFL_RS11130|PFL_RS11135|PFL_RS11170|PFL_RS11240|PFL_RS12380|PFL_RS12405|PFL_RS12700|PFL_RS12985|PFL_RS13315|PFL_RS13455|PFL_RS13685|PFL_RS13695|PFL_RS14935|PFL_RS14940|PFL_RS14945|PFL_RS14950|PFL_RS15100|PFL_RS15110|PFL_RS15905|PFL_RS16125|PFL_RS16130|PFL_RS16135|PFL_RS16140|PFL_RS16385|PFL_RS16390|PFL_RS16395|PFL_RS16410|PFL_RS16415|PFL_RS16500|PFL_RS16775|PFL_RS16780|PFL_RS16795|PFL_RS17865|PFL_RS17995|PFL_RS18070|PFL_RS18355|PFL_RS18360|PFL_RS18365|PFL_RS18370|PFL_RS18660|PFL_RS19430|PFL_RS19435|PFL_RS19580|PFL_RS19930|PFL_RS20390|PFL_RS20600|PFL_RS21215|PFL_RS21340|PFL_RS21505|PFL_RS21510|PFL_RS21530|PFL_RS21735|PFL_RS21790|PFL_RS22395|PFL_RS22580|PFL_RS22585|PFL_RS22680|PFL_RS22705|PFL_RS22740|PFL_RS22785|PFL_RS23170|PFL_RS23420|PFL_RS23985|PFL_RS24445|PFL_RS24610|PFL_RS24690|PFL_RS24810|PFL_RS24870|PFL_RS24905|PFL_RS25030|PFL_RS25035|PFL_RS25435|PFL_RS25690|PFL_RS25965|PFL_RS26510|PFL_RS26955|PFL_RS27515|PFL_RS28595|PFL_RS28895|PFL_RS28955|PFL_RS29290|PFL_RS29515|PFL_RS29530|PFL_RS29535|PFL_RS30430|PFL_RS30960|PFL_RS30990|glnG
