go_id	go_term	go_domain	size	genes
GO:0000018	regulation of DNA recombination	biological_process	5	403568|403785|403801|403989|403998
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	574011
GO:0000041	transition metal ion transport	biological_process	9	403703|403713|403894|449477|477042|478909|481736|503668|100499480
GO:0000045	autophagic vacuole assembly	biological_process	2	403774|483662
GO:0000060	protein import into nucleus, translocation	biological_process	4	403801|403922|403998|404018
GO:0000062	fatty-acyl-CoA binding	molecular_function	1	476115
GO:0000075	cell cycle checkpoint	biological_process	4	403856|403998|442936|449028
GO:0000077	DNA damage checkpoint	biological_process	2	403856|449028
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	4	442986|449028|449494|483758
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	449028|488523
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	2	442936|486860
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	19	403424|403463|403547|403606|403653|403654|403663|403693|403922|403980|403986|442859|449028|474647|477032|481756|483758|489766|490156
GO:0000123	histone acetyltransferase complex	cellular_component	1	403580
GO:0000139	Golgi membrane	cellular_component	21	403408|403500|403595|403774|403833|403865|403938|403980|404009|442991|448804|449027|475294|479794|481737|481875|487107|489265|493990|494008|503548
GO:0000145	exocyst	cellular_component	2	403958|477771
GO:0000146	microfilament motor activity	molecular_function	2	403808|481280
GO:0000149	SNARE binding	molecular_function	2	403880|474871
GO:0000151	ubiquitin ligase complex	cellular_component	4	403437|403590|486860|607905
GO:0000152	nuclear ubiquitin ligase complex	cellular_component	2	403437|607905
GO:0000155	phosphorelay sensor kinase activity	molecular_function	1	403761
GO:0000160	phosphorelay signal transduction system	biological_process	1	403761
GO:0000165	MAPK cascade	biological_process	12	403464|403856|403922|403924|403974|403980|403998|448787|483758|484789|491160|611939
GO:0000166	nucleotide binding	molecular_function	94	403423|403438|403443|403453|403543|403546|403554|403556|403568|403580|403603|403604|403612|403613|403694|403695|403720|403744|403745|403754|403755|403773|403774|403784|403791|403807|403808|403811|403822|403825|403849|403856|403859|403863|403864|403865|403869|403878|403883|403891|403892|403911|403914|403917|403928|403934|403941|403943|403947|403953|403954|403955|403956|403957|403958|403978|403992|404007|404008|404009|404019|431686|442945|442957|442976|442985|445457|474176|474680|474839|476435|477501|478726|478942|479502|480443|480558|480559|481280|482663|490418|490425|491160|491858|492302|494005|553102|608242|608699|609426|611939|612294|100135061|100856359
GO:0000178	exosome (RNase complex)	cellular_component	1	442983
GO:0000185	activation of MAPKKK activity	biological_process	1	403922
GO:0000187	activation of MAPK activity	biological_process	8	403438|403441|403587|403811|403911|403922|403974|611939
GO:0000188	inactivation of MAPK activity	biological_process	1	403980
GO:0000209	protein polyubiquitination	biological_process	1	403437
GO:0000212	meiotic spindle organization	biological_process	1	480009
GO:0000217	DNA secondary structure binding	molecular_function	1	483758
GO:0000226	microtubule cytoskeleton organization	biological_process	8	403565|403695|403755|403896|403957|442936|476623|480009
GO:0000228	nuclear chromosome	cellular_component	1	403568
GO:0000243	commitment complex	cellular_component	1	608109
GO:0000245	spliceosomal complex assembly	biological_process	1	474839
GO:0000271	polysaccharide biosynthetic process	biological_process	1	479931
GO:0000272	polysaccharide catabolic process	biological_process	1	479931
GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	1	804487
GO:0000280	nuclear division	biological_process	8	403498|403505|403568|442976|476804|480009|488523|609426
GO:0000287	magnesium ion binding	molecular_function	5	403832|431686|442945|490425|491160
GO:0000302	response to reactive oxygen species	biological_process	3	403732|475738|487786
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	cellular_component	1	449028
GO:0000323	lytic vacuole	cellular_component	27	403400|403403|403458|403502|403805|403811|403831|403838|403865|403873|403880|403916|403920|403929|403947|404007|415130|480460|483662|483900|485337|485498|489661|608699|608843|610702|100505382
GO:0000346	transcription export complex	cellular_component	1	474839
GO:0000375	RNA splicing, via transesterification reactions	biological_process	1	474839
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	1	474839
GO:0000387	spliceosomal snRNP assembly	biological_process	3	403896|403971|608109
GO:0000390	spliceosomal complex disassembly	biological_process	1	477530
GO:0000395	mRNA 5'-splice site recognition	biological_process	1	608109
GO:0000398	mRNA splicing, via spliceosome	biological_process	1	474839
GO:0000400	four-way junction DNA binding	molecular_function	1	483758
GO:0000403	Y-form DNA binding	molecular_function	1	483758
