go_id	go_term	go_domain	size	genes
GO:0000028	ribosomal small subunit assembly	biological_process	1	RPS17
GO:0000045	autophagic vacuole assembly	biological_process	2	CTSD|RAB1A
GO:0000060	protein import into nucleus, translocation	biological_process	4	IFNG|SEC61B|TGFB1|TNF
GO:0000062	fatty-acyl-CoA binding	molecular_function	1	DBI
GO:0000077	DNA damage checkpoint	biological_process	1	MAPK14
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	1	CCNB3
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	CCND1|USP37
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	2	BIRC5|FBXL15
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	20	CAV1|CCND1|CTNNB1|EDN1|GFI1|HSF4|ID3|MDM2|MEN1|MSX2|NFKB1|PPARA|PPARD|PPARG|PROP1|PTH|T|TFAP2B|TNF|TP53
GO:0000139	Golgi membrane	cellular_component	18	B3GALT4|B3GAT1|B3GAT2|CAV1|CAV2|CLN3|EBAG9|GAD2|GBGT1|LMAN2|PSEN1|RAB12|RAB1A|RAB2A|SLC35A2|SLC35A3|XYLT1|XYLT2
GO:0000145	exocyst	cellular_component	2	EXOC6|RAB10
GO:0000146	microfilament motor activity	molecular_function	2	MYH8|MYH9
GO:0000155	phosphorelay sensor kinase activity	molecular_function	1	KCNH2
GO:0000160	phosphorelay signal transduction system	biological_process	1	KCNH2
GO:0000165	MAPK cascade	biological_process	9	CAV1|CCL3|CCR5|IL1B|MAP2K2|MEN1|MYC|NLK|TGFB1
GO:0000166	nucleotide binding	molecular_function	3	HPRT1|RBM47|SULT1A1
GO:0000178	exosome (RNase complex)	cellular_component	1	AICDA
GO:0000185	activation of MAPKKK activity	biological_process	1	TNF
GO:0000187	activation of MAPK activity	biological_process	8	GHRL|HGF|IL1B|KIT|MAP2K2|MET|PDE6G|TNF
GO:0000188	inactivation of MAPK activity	biological_process	1	CAV1
GO:0000226	microtubule cytoskeleton organization	biological_process	1	GAPDH
GO:0000228	nuclear chromosome	cellular_component	1	RAD51
GO:0000243	commitment complex	cellular_component	1	SNRPC
GO:0000245	spliceosomal complex assembly	biological_process	1	DDX39B
GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	1	ATP8
GO:0000287	magnesium ion binding	molecular_function	5	ATP4A|HPRT1|NLK|PKLR|PTEN
GO:0000307	cyclin-dependent protein kinase holoenzyme complex	cellular_component	1	CCND1
GO:0000346	transcription export complex	cellular_component	1	DDX39B
GO:0000387	spliceosomal snRNP assembly	biological_process	3	CLNS1A|SMN|SNRPC
GO:0000390	spliceosomal complex disassembly	biological_process	1	TFIP11
GO:0000395	mRNA 5'-splice site recognition	biological_process	1	SNRPC
GO:0000400	four-way junction DNA binding	molecular_function	1	MEN1
GO:0000403	Y-form DNA binding	molecular_function	1	MEN1
GO:0000578	embryonic axis specification	biological_process	1	CTNNB1
GO:0000724	double-strand break repair via homologous recombination	biological_process	1	RAD51
GO:0000733	DNA strand renaturation	biological_process	1	TP53
GO:0000737	DNA catabolic process, endonucleolytic	biological_process	3	DNASE1|HMGA1|RPS3
GO:0000738	DNA catabolic process, exonucleolytic	biological_process	1	APTX
GO:0000775	chromosome, centromeric region	cellular_component	1	BIRC5
GO:0000776	kinetochore	cellular_component	1	DYNLT3
GO:0000777	condensed chromosome kinetochore	cellular_component	3	BIRC5|DYNLT3|PPP1CC
GO:0000781	chromosome, telomeric region	cellular_component	1	TERT
GO:0000785	chromatin	cellular_component	3	HMGN2|MEN1|TP53
GO:0000786	nucleosome	cellular_component	1	TNP2
GO:0000790	nuclear chromatin	cellular_component	4	ACTB|AR|GATA4|T
GO:0000793	condensed chromosome	cellular_component	2	HMGB1|RAD51
GO:0000794	condensed nuclear chromosome	cellular_component	1	RAD51
GO:0000800	lateral element	cellular_component	1	RAD51
GO:0000902	cell morphogenesis	biological_process	4	ARHGEF2|HGF|MAPK14|PDPN
GO:0000910	cytokinesis	biological_process	3	BIRC5|MYH9|RAB11A
GO:0000922	spindle pole	cellular_component	3	CTNNB1|MAPK14|UMOD
GO:0000930	gamma-tubulin complex	cellular_component	1	TUBG1
GO:0000975	regulatory region DNA binding	molecular_function	1	NFKB1
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	1	NFKB1
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	molecular_function	2	MSX2|TFAP2B
GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	molecular_function	4	ACTB|GATA4|PPARA|T
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	molecular_function	2	PAX8|TFAP2B
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	molecular_function	2	ACTB|T
GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity	molecular_function	2	TFAP2B|TP53
GO:0000983	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity	molecular_function	1	TFAP2B
GO:0001012	RNA polymerase II regulatory region DNA binding	molecular_function	1	PPARG
GO:0001042	RNA polymerase I core binding	molecular_function	1	ERBB2
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	4	CREM|PPARG|SOX9|TP53
GO:0001076	RNA polymerase II transcription factor binding transcription factor activity	molecular_function	1	GATA4
GO:0001077	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	molecular_function	3	PPARA|SOX9|TFAP2B
GO:0001078	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	molecular_function	2	GFI1|PPARA
GO:0001102	RNA polymerase II activating transcription factor binding	molecular_function	2	CTNNB1|T
GO:0001103	RNA polymerase II repressing transcription factor binding	molecular_function	1	PPARA
GO:0001105	RNA polymerase II transcription coactivator activity	molecular_function	1	TFAP2B
GO:0001106	RNA polymerase II transcription corepressor activity	molecular_function	1	TFAP2B
GO:0001158	enhancer sequence-specific DNA binding	molecular_function	3	SOX9|TBX19|TFAP2B
GO:0001190	RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription	molecular_function	1	PPARA
GO:0001191	RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription	molecular_function	1	T
GO:0001227	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	molecular_function	1	MSX2
