go_id	go_term	go_domain	size	genes
GO:0005575	cellular_component	cellular_component	112	3950675;3950679;3950680;3950681;3950682;3950683;3950684;3950685;3950686;3950687;3950688;3950689;3950690;3950691;3950692;3950693;3950694;3950695;3950696;3950704;3950714;3950715;3950716;3950717;3950718;3950719;3950720;3950721;3950722;3950733;3950734;3950735;3950736;3950737;3950738;3950739;3950740;3950741;3950742;3950743;3950744;3950745;3950746;3950747;3950748;3950749;3950750;3950751;3950761;3950762;3950763;3950764;3950765;3950766;4126865;4126866;4126867;4126868;4126869;4126870;4126872;4126873;4126875;4126876;4126877;4126879;4126880;4126881;4126882;4126883;4126884;4126885;4126886;4126887;4126888;4126889;4126890;4126892;4126893;4126894;4126895;4126896;4126897;4126898;4126899;4126900;4126901;4126902;4126903;4126905;4126907;4126908;4126909;4126910;4126911;4126912;4126913;4126914;4126916;4126917;4126918;4126919;4126920;4126921;4126922;4126923;4126924;4126925;4126926;4126928;4126929;4126930
GO:0005739	mitochondrion	cellular_component	63	3950675;3950679;3950680;3950681;3950682;3950683;3950684;3950685;3950686;3950687;3950688;3950689;3950690;3950691;3950692;3950693;3950694;3950695;3950696;3950704;3950714;3950715;3950716;3950717;3950718;3950719;3950720;3950721;3950722;3950734;3950735;3950736;3950737;3950738;3950739;3950740;3950741;3950742;3950743;3950744;3950746;3950747;3950748;3950749;3950750;3950751;3950761;3950762;3950763;3950764;3950765;4126865;4126866;4126884;4126886;4126899;4126900;4126902;4126903;4126905;4126914;4126916;4126925
GO:0009536	plastid	cellular_component	59	3950684;3950685;3950722;3950733;3950742;3950745;3950766;4126867;4126868;4126869;4126870;4126872;4126873;4126875;4126876;4126877;4126879;4126880;4126881;4126882;4126883;4126884;4126885;4126886;4126887;4126888;4126889;4126890;4126892;4126893;4126894;4126895;4126896;4126897;4126898;4126899;4126900;4126901;4126907;4126908;4126909;4126910;4126911;4126912;4126913;4126916;4126917;4126918;4126919;4126920;4126921;4126922;4126923;4126924;4126925;4126926;4126928;4126929;4126930
GO:0016020	membrane	cellular_component	29	3950679;3950681;3950686;3950689;3950691;3950693;3950704;3950734;3950744;3950748;3950761;3950762;3950764;3950765;4126869;4126875;4126880;4126884;4126885;4126894;4126897;4126907;4126909;4126911;4126912;4126913;4126916;4126919;4126920
GO:0016023	cytoplasmic membrane-bounded vesicle	cellular_component	22	3950679;3950686;3950692;3950704;3950715;3950718;3950735;3950751;3950765;4126869;4126875;4126879;4126881;4126889;4126895;4126907;4126909;4126911;4126912;4126917;4126918;4126921
GO:0031410	cytoplasmic vesicle	cellular_component	22	3950679;3950686;3950692;3950704;3950715;3950718;3950735;3950751;3950765;4126869;4126875;4126879;4126881;4126889;4126895;4126907;4126909;4126911;4126912;4126917;4126918;4126921
GO:0031982	vesicle	cellular_component	22	3950679;3950686;3950692;3950704;3950715;3950718;3950735;3950751;3950765;4126869;4126875;4126879;4126881;4126889;4126895;4126907;4126909;4126911;4126912;4126917;4126918;4126921
GO:0031988	membrane-bounded vesicle	cellular_component	22	3950679;3950686;3950692;3950704;3950715;3950718;3950735;3950751;3950765;4126869;4126875;4126879;4126881;4126889;4126895;4126907;4126909;4126911;4126912;4126917;4126918;4126921
GO:0043226	organelle	cellular_component	112	3950675;3950679;3950680;3950681;3950682;3950683;3950684;3950685;3950686;3950687;3950688;3950689;3950690;3950691;3950692;3950693;3950694;3950695;3950696;3950704;3950714;3950715;3950716;3950717;3950718;3950719;3950720;3950721;3950722;3950733;3950734;3950735;3950736;3950737;3950738;3950739;3950740;3950741;3950742;3950743;3950744;3950745;3950746;3950747;3950748;3950749;3950750;3950751;3950761;3950762;3950763;3950764;3950765;3950766;4126865;4126866;4126867;4126868;4126869;4126870;4126872;4126873;4126875;4126876;4126877;4126879;4126880;4126881;4126882;4126883;4126884;4126885;4126886;4126887;4126888;4126889;4126890;4126892;4126893;4126894;4126895;4126896;4126897;4126898;4126899;4126900;4126901;4126902;4126903;4126905;4126907;4126908;4126909;4126910;4126911;4126912;4126913;4126914;4126916;4126917;4126918;4126919;4126920;4126921;4126922;4126923;4126924;4126925;4126926;4126928;4126929;4126930
GO:0043227	membrane-bounded organelle	cellular_component	112	3950675;3950679;3950680;3950681;3950682;3950683;3950684;3950685;3950686;3950687;3950688;3950689;3950690;3950691;3950692;3950693;3950694;3950695;3950696;3950704;3950714;3950715;3950716;3950717;3950718;3950719;3950720;3950721;3950722;3950733;3950734;3950735;3950736;3950737;3950738;3950739;3950740;3950741;3950742;3950743;3950744;3950745;3950746;3950747;3950748;3950749;3950750;3950751;3950761;3950762;3950763;3950764;3950765;3950766;4126865;4126866;4126867;4126868;4126869;4126870;4126872;4126873;4126875;4126876;4126877;4126879;4126880;4126881;4126882;4126883;4126884;4126885;4126886;4126887;4126888;4126889;4126890;4126892;4126893;4126894;4126895;4126896;4126897;4126898;4126899;4126900;4126901;4126902;4126903;4126905;4126907;4126908;4126909;4126910;4126911;4126912;4126913;4126914;4126916;4126917;4126918;4126919;4126920;4126921;4126922;4126923;4126924;4126925;4126926;4126928;4126929;4126930
