go_id	go_term	go_domain	size	genes
GO:0000002	mitochondrial genome maintenance	biological_process	12	AKT3|LONP1|MEF2A|MGME1|MPV17|MRPL17|OPA1|PIF1|SLC25A33|SLC25A36|SLC25A4|TYMP
GO:0000003	reproduction	biological_process	1	MMP23B
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	1	ALG12
GO:0000010	trans-hexaprenyltranstransferase activity	molecular_function	2	PDSS1|PDSS2
GO:0000011	vacuole inheritance	biological_process	1	RBSN
GO:0000012	single strand break repair	biological_process	8	APLF|APTX|LIG4|LOC100133315|SIRT1|TDP1|TNP1|XRCC1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	7	DCLRE1C|ERCC1|ERCC4|MRE11A|RAD50|RBBP8|SETMAR
GO:0000015	phosphopyruvate hydratase complex	cellular_component	4	ENO1|ENO2|ENO3|ENO4
GO:0000016	lactase activity	molecular_function	1	LCT
GO:0000018	regulation of DNA recombination	biological_process	6	ALYREF|IL7R|KPNA1|KPNA2|SMARCAD1|THOC1
GO:0000019	regulation of mitotic recombination	biological_process	2	MRE11A|RAD50
GO:0000022	mitotic spindle elongation	biological_process	2	KIF23|PRC1
GO:0000023	maltose metabolic process	biological_process	3	GAA|GANC|MGAM
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	1	PIGZ
GO:0000027	ribosomal large subunit assembly	biological_process	4	BRIX1|RPF1|RPF2|RPL24
GO:0000028	ribosomal small subunit assembly	biological_process	10	ERAL1|PWP2|RPS14|RPS15|RPS17|RPS19|RPS25|RPS6|RPSA|RRP7A
GO:0000030	mannosyltransferase activity	molecular_function	13	ALG1|ALG12|ALG1L|ALG9|DPY19L1|DPY19L2|DPY19L3|DPY19L4|PIGB|PIGM|PIGV|PIGZ|POMT1
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	3	ALG2|ALG3|ALG8
GO:0000035	acyl binding	molecular_function	1	GNAT1
GO:0000036	ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process	molecular_function	1	NDUFAB1
GO:0000038	very long-chain fatty acid metabolic process	biological_process	13	ABCD2|ACAA1|ACOT1|ACOT2|ACOT4|ACOX1|ACSBG1|CYP4F12|CYP4F2|HSD17B4|PEX2|SLC27A5|SLC27A6
GO:0000042	protein targeting to Golgi	biological_process	18	GCC1|GCC2|GOLGA1|GOLGA4|OPTN|PACS1|RAB33B|RAB6A|RGPD1|RGPD2|RGPD3|RGPD4|RGPD5|RGPD6|RGPD8|SORL1|SYS1|TRIP11
GO:0000045	autophagic vacuole assembly	biological_process	45	ATG101|ATG12|ATG13|ATG14|ATG16L1|ATG16L2|ATG2A|ATG2B|ATG3|ATG4A|ATG4B|ATG4C|ATG4D|ATG5|ATG9A|ATG9B|BECN1|EMC6|GABARAP|GABARAPL1|GABARAPL2|GABARAPL3|MAP1LC3A|MAP1LC3B|MAP1LC3B2|MAP1LC3C|NSFL1C|PACS2|PIK3C3|PSEN1|RAB1A|RAB23|RB1CC1|TP53INP1|TP53INP2|TRAPPC8|UBXN2A|UBXN2B|ULK1|ULK2|ULK3|WDR45|WDR45B|WIPI1|WIPI2
GO:0000046	autophagic vacuole fusion	biological_process	5	CLN3|SNAP29|STX17|TECPR1|VAMP8
GO:0000049	tRNA binding	molecular_function	41	AARS|AARS2|AIMP1|ALKBH8|CARS|CTU1|CTU2|DARS2|EARS2|EEF1A1|EEFSEC|EIF2A|FARS2|FARSA|FDXACB1|IFIT5|IGHMBP2|KARS|MARS|METTL1|NSUN2|PSTK|PTCD1|RARS|RPL35A|SEPSECS|SLFN11|SSB|TERT|THG1L|TRMT1|TRMT10A|TRMT11|TRMT1L|TRMU|TRNT1|TYW5|XPO5|XPOT|YARS|YARS2
GO:0000050	urea cycle	biological_process	12	ARG1|ARG2|ASL|ASS1|CAD|CEBPA|CPS1|HTT|NAGS|OTC|SLC25A15|SLC25A2
GO:0000052	citrulline metabolic process	biological_process	4	ASS1|DDAH1|DDAH2|HTT
