go_id	go_term	go_domain	size	genes
GO:0000001	mitochondrion inheritance	biological_process	2	dnm1|phb1
GO:0000002	mitochondrial genome maintenance	biological_process	19	SPBC18H10.17c|SPBC83.05|caf4|cce1|dml1|exo5|ilv5|mdj1|mdm12|mdm34|mgm101|mmf1|mmm1|mrpl8|msp1|pog1|rgg8|rrg9|ugo1
GO:0000006	high-affinity zinc uptake transmembrane transporter activity	molecular_function	1	zrt1
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	2	alg12|och1
GO:0000011	vacuole inheritance	biological_process	2	SPBC25H2.03|vac8
GO:0000012	single strand break repair	biological_process	2	pnk1|tdp1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	5	SPCC1322.02|pnu1|rad16|rad32|swi10
GO:0000015	phosphopyruvate hydratase complex	cellular_component	2	eno101|eno102
GO:0000017	alpha-glucoside transport	biological_process	1	sut1
GO:0000018	regulation of DNA recombination	biological_process	2	brc1|fbh1
GO:0000019	regulation of mitotic recombination	biological_process	1	pli1
GO:0000022	mitotic spindle elongation	biological_process	3	bir1|klp2|klp9
GO:0000023	maltose metabolic process	biological_process	1	mal1
GO:0000025	maltose catabolic process	biological_process	1	agl1
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	8	SPAC4G8.12c|alg11|omh1|omh2|omh3|omh4|omh5|omh6
GO:0000027	ribosomal large subunit assembly	biological_process	16	SPAC1B9.03c|SPAC25H1.08c|SPAC4F8.04|SPBC16C6.03c|SPBC17A3.06|SPCC4G3.18|SPCC737.08|dbp3|mrt4|nmd3|rpl1201|rpl1202|rpl2501|rpl2502|rpl301|rsa3
GO:0000028	ribosomal small subunit assembly	biological_process	4	SPBC776.17|rps001|rps002|rps2802
GO:0000030	mannosyltransferase activity	molecular_function	7	SPAC167.09|SPCC1919.02|alg9|gpi14|imt1|imt2|imt3
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	10	SPBC2G2.16|och1|ogm1|ogm4|omh1|omh2|omh3|omh4|omh5|omh6
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	alg3
GO:0000034	adenine deaminase activity	molecular_function	2	SPBC1683.02|dea2
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	SPBC646.07c
GO:0000045	autophagic vacuole assembly	biological_process	5	atg12|atg17|atg3|atg4|atg9
GO:0000048	peptidyltransferase activity	molecular_function	3	mrp7|mrpl16|mrpl9
GO:0000049	tRNA binding	molecular_function	22	SPAC17D4.04|SPAC23C4.17|SPAC23H4.04|SPAC25B8.16|SPAC30C2.04|SPCC18.08|SPCC736.03c|SPCC736.06|ala1|ctu1|ctu2|frs2|gcd10|los1|mrp4|mse1|pmt1|slm5|trm1|trm11|trm8|tuf1
GO:0000050	urea cycle	biological_process	8	SPBC1539.03c|arg12|arg3|arg4|arg5|arg7|aru1|car1
GO:0000053	argininosuccinate metabolic process	biological_process	1	arg12
GO:0000054	ribosomal subunit export from nucleus	biological_process	15	SPAC1142.04|SPAC1B3.09c|SPAC3F10.16c|grn1|nmd3|nog1|nsp1|nup124|nup82|nxt1|rae1|rps1001|rps1002|sdo1|tif6
GO:0000055	ribosomal large subunit export from nucleus	biological_process	8	SPAC6F6.03c|SPBC16E9.10c|SPCC23B6.02c|SPCC613.08|crm1|mex67|rrp16|sda1
GO:0000056	ribosomal small subunit export from nucleus	biological_process	6	SPAC3F10.17|SPBC16H5.08c|hba1|rps1501|rps1502|rps2802
GO:0000059	protein import into nucleus, docking	biological_process	1	nup60
GO:0000062	fatty-acyl-CoA binding	molecular_function	2	SPBC1539.06|lys1
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	1	SPBC29A3.11c
GO:0000070	mitotic sister chromatid segregation	biological_process	85	SPBC19F8.02|SPBC27B12.02|SPBC3B8.08|SPBC800.13|ago1|alp14|alp5|ams2|ark1|bir1|cbh1|cbh2|cbp1|chp1|cid12|clr6|cnl2|cnp3|cut8|dhp1|dis1|dis2|dis3|epe1|fta2|fta3|fta4|fta6|fta7|gtb1|hip1|hrk1|hrp3|hst4|klp2|klp5|klp6|lem2|lid2|mal2|mde4|mis12|mis13|mis14|mis15|mis16|mis17|mis18|mis4|mis6|mlo2|msd1|mst1|nbl1|new1|nnf1|nuc2|nuf2|nup120|pcp1|pcs1|pcu4|pds5|pic1|pkl1|pmt3|pob3|pop3|ppc89|prw1|raf1|raf2|rdp1|rna1|sds22|sgo2|sim3|sim4|slm9|slp1|sos7|spc24|spc25|top3|ubc4
GO:0000076	DNA replication checkpoint	biological_process	1	hsk1
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	11	SPAC1296.05c|cdc13|lsc1|mug80|pas1|pch1|pmh1|psl1|rem1|srb11|suc1
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	gad8|hsk1
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	biological_process	5	cdc10|pef1|rep1|rep2|res1
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	2	cdc2|gad8
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	2	SPAC12B10.09|SPBC1271.11
GO:0000096	sulfur amino acid metabolic process	biological_process	3	met16|sir1|sua1
GO:0000103	sulfate assimilation	biological_process	6	SPAC4D7.06c|SPCC584.01c|met14|sir1|sua1|tol1
GO:0000105	histidine biosynthetic process	biological_process	10	SPAC3F10.09|SPBC839.16|SPCC1672.01|ade9|his1|his2|his3|his4|his5|his7
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	1	his4
GO:0000109	nucleotide-excision repair complex	cellular_component	7	rad16|rhp14|rhp16|rhp41|rhp42|rhp7|swi10
GO:0000110	nucleotide-excision repair factor 1 complex	cellular_component	2	rad16|swi10
GO:0000112	nucleotide-excision repair factor 3 complex	cellular_component	5	pmh1|ptr8|rad15|tfb1|tfb2
GO:0000113	nucleotide-excision repair factor 4 complex	cellular_component	1	SPBC582.10c
GO:0000118	histone deacetylase complex	cellular_component	2	SPCC126.13c|msc1
GO:0000120	RNA polymerase I transcription factor complex	cellular_component	4	rrn11|rrn3|rrn7|tbp1
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	65	SPAC1420.01c|SPAC227.15|SPAC25B8.19c|SPBC12C2.09c|SPBC15D4.02|SPBC17D1.01|SPBC30D10.02|ago1|arp42|arp9|cha4|chp1|clr1|clr2|clr3|clr4|clr6|crm1|cuf1|fkh2|gcn5|gpa1|gpa2|hif2|hip1|hip3|hrp1|jmj2|klf1|map3|med13|med15|mei4|mit1|nrm1|oca2|pcu4|pin1|rad24|raf1|ran1|rep1|rgs1|rsc1|rsc4|rsc58|rsv1|sak1|scr1|sde2|sir2|slm9|snf22|snf5|spt2|srb8|sre1|ssn6|ssr1|ste11|taz1|tup11|tup12|whi5|yox1
GO:0000123	histone acetyltransferase complex	cellular_component	1	hat1
GO:0000124	SAGA complex	cellular_component	19	ada2|gcn5|hfi1|ngg1|sgf11|sgf29|sgf73|spt20|spt3|spt7|spt8|sus1|taf10|taf12|taf5|taf6|taf9|tra1|ubp8
GO:0000126	transcription factor TFIIIB complex	cellular_component	3	bdp1|brf1|tbp1
GO:0000127	transcription factor TFIIIC complex	cellular_component	6	sfc1|sfc3|sfc4|sfc6|sfc7|sfc9
GO:0000132	establishment of mitotic spindle orientation	biological_process	3	alp7|arp1|mug1
GO:0000136	alpha-1,6-mannosyltransferase complex	cellular_component	3	anp1|mnn9|och1
GO:0000137	Golgi cis cisterna	cellular_component	3	anp1|mnn9|sec72
GO:0000138	Golgi trans cisterna	cellular_component	3	anp1|fsv1|sec72
