go_id	go_term	go_domain	size	genes
GO:0000001	mitochondrion inheritance	biological_process	2	dnm1|phb1
GO:0000002	mitochondrial genome maintenance	biological_process	19	SPBC18H10.17c|SPBC83.05|caf4|cce1|dml1|dnm1|exo5|mdj1|mdm12|mdm34|mgm101|mmf1|mmm1|mrpl8|msp1|pog1|rgg8|rrg9|ugo1
GO:0000003	reproduction	biological_process	29	atg1|atg13|atg8|bgs1|byr1|cpc2|fkh1|git1|isp6|map3|mat1-m|mat3-m|matmc_1|matmc_2|mfm1|mfm2|mfm3|plb1|pop1|ral2|ras1|scd1|scd2|ste4|ste6|sxa2|tsc1|uvi15|yam8
GO:0000006	high-affinity zinc uptake transmembrane transporter activity	molecular_function	1	zrt1
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	3	alg12|alg2|och1
GO:0000011	vacuole inheritance	biological_process	2	SPBC25H2.03|vac8
GO:0000012	single strand break repair	biological_process	2	pnk1|tdp1
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	7	SPCC1322.02|ctp1|dna2|pnu1|rad16|rad32|swi10
GO:0000015	phosphopyruvate hydratase complex	cellular_component	2	eno101|eno102
GO:0000017	alpha-glucoside transport	biological_process	1	sut1
GO:0000018	regulation of DNA recombination	biological_process	15	ada2|atf1|brc1|ccq1|fbh1|fml1|kms1|mto1|pli1|poz1|rad9|rqh1|skp1|sty1|swi1
GO:0000019	regulation of mitotic recombination	biological_process	3	pli1|rqh1|swi1
GO:0000022	mitotic spindle elongation	biological_process	3	bir1|klp2|klp9
GO:0000023	maltose metabolic process	biological_process	2	agl1|mal1
GO:0000025	maltose catabolic process	biological_process	1	agl1
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	9	SPAC4G8.12c|alg11|alg9|omh1|omh2|omh3|omh4|omh5|omh6
GO:0000027	ribosomal large subunit assembly	biological_process	16	SPAC1B9.03c|SPAC25H1.08c|SPAC4F8.04|SPBC16C6.03c|SPBC17A3.06|SPCC4G3.18|SPCC737.08|dbp3|mrt4|nmd3|rpl1201|rpl1202|rpl2501|rpl2502|rpl301|rsa3
GO:0000028	ribosomal small subunit assembly	biological_process	4	SPBC776.17|rps001|rps002|rps2802
GO:0000030	mannosyltransferase activity	molecular_function	28	SPAC167.09|SPAC4G8.12c|SPCC1919.02|alg1|alg11|alg12|alg2|alg3|alg9|dpm1|dpm2|dpm3|gpi10|gpi14|gpi18|imt1|imt2|imt3|och1|ogm1|ogm2|ogm4|omh1|omh2|omh3|omh4|omh5|omh6
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	10	SPBC2G2.16|och1|ogm1|ogm4|omh1|omh2|omh3|omh4|omh5|omh6
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	alg3
GO:0000034	adenine deaminase activity	molecular_function	2	SPBC1683.02|dea2
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	SPBC646.07c
GO:0000041	transition metal ion transport	biological_process	32	SPAC4G8.08|SPAC8C9.12c|SPAP8A3.03|SPBP23A10.06|SPCC1020.03|SPCC126.09|atm1|atx1|ccc2|cis4|cox17|ctr4|ctr5|ctr6|fet4|fio1|fip1|frp1|frp2|hmt1|mfc1|nic1|pcl1|pdt1|pmr1|sco1|str1|str2|str3|zhf1|zrg17|zrt1
GO:0000045	autophagic vacuole assembly	biological_process	5	atg12|atg17|atg3|atg4|atg9
GO:0000048	peptidyltransferase activity	molecular_function	3	mrp7|mrpl16|mrpl9
GO:0000049	tRNA binding	molecular_function	21	SPAC17D4.04|SPAC23C4.17|SPAC23H4.04|SPAC25B8.16|SPAC30C2.04|SPCC18.08|SPCC736.03c|ala1|ctu1|ctu2|frs2|gcd10|los1|mrp4|mse1|pmt1|slm5|trm1|trm11|trm8|tuf1
GO:0000050	urea cycle	biological_process	8	SPBC1539.03c|arg12|arg3|arg4|arg5|arg7|aru1|car1
GO:0000053	argininosuccinate metabolic process	biological_process	1	arg12
