go_id	go_term	go_domain	size	genes
GO:0000001	mitochondrion inheritance	biological_process	2	2540159|2542354
GO:0000002	mitochondrial genome maintenance	biological_process	20	2539099|2539501|2539844|2540159|2540205|2540271|2540379|2540388|2540461|2540562|2540741|2540835|2541105|2542501|2542590|2542736|2543185|2543244|3361354|3361526
GO:0000003	reproduction	biological_process	29	2538724|2539461|2539619|2539637|2540048|2540511|2540617|2540737|2540760|2541195|2541352|2541386|2541391|2541627|2541677|2541701|2541726|2541869|2542137|2542271|2542285|2542337|2542497|2543097|2543246|2543298|2543425|2543495|3361261
GO:0000006	high-affinity zinc uptake transmembrane transporter activity	molecular_function	1	2539655
GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	3	2539854|2540068|2543147
GO:0000011	vacuole inheritance	biological_process	2	2540489|2541010
GO:0000012	single strand break repair	biological_process	2	2539579|2542032
GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function	6	2538760|2539073|2540148|2540887|2542291|2542757
GO:0000015	phosphopyruvate hydratase complex	cellular_component	2	2539782|3361181
GO:0000017	alpha-glucoside transport	biological_process	1	2541964
GO:0000018	regulation of DNA recombination	biological_process	15	2539174|2539352|2539467|2540244|2540329|2540728|2540917|2541071|2541580|2541620|2541633|2541652|2542244|2543069|2543668
GO:0000019	regulation of mitotic recombination	biological_process	3	2540728|2541580|2541620
GO:0000022	mitotic spindle elongation	biological_process	3	2538875|2539778|2543360
GO:0000023	maltose metabolic process	biological_process	2	2539976|2543499
GO:0000025	maltose catabolic process	biological_process	1	2543499
GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	9	2539054|2539591|2539904|2540179|2540226|2540706|2542331|2542832|2543472
GO:0000027	ribosomal large subunit assembly	biological_process	16	2539010|2539186|2539491|2539542|2539701|2539890|2539913|2540146|2540213|2540851|2542265|2542319|2542610|2542715|2543503|14218262
GO:0000028	ribosomal small subunit assembly	biological_process	4	2539085|2541144|2541174|2543293
GO:0000030	mannosyltransferase activity	molecular_function	28	2538722|2539054|2539152|2539243|2539591|2539664|2539761|2539854|2539904|2540068|2540126|2540179|2540226|2540706|2540708|2541418|2541937|2542292|2542331|2542588|2542768|2542832|2543121|2543147|2543472|2543657|3361432|9407188
GO:0000032	cell wall mannoprotein biosynthetic process	biological_process	10	2539591|2539761|2539904|2540179|2540226|2540428|2540706|2541418|2543147|2543472
GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	1	2542768
GO:0000034	adenine deaminase activity	molecular_function	2	2540066|2540165
GO:0000038	very long-chain fatty acid metabolic process	biological_process	1	2541070
GO:0000041	transition metal ion transport	biological_process	32	2538731|2539150|2539250|2539302|2539559|2539655|2539711|2539826|2539895|2540012|2540150|2540217|2540383|2540423|2540525|2540641|2541227|2541302|2541312|2541557|2541558|2541891|2542060|2542125|2542250|2542283|2542566|2542779|2542949|2543493|3361134|3361480
GO:0000045	autophagic vacuole assembly	biological_process	5	2539850|2541025|2542182|2542368|2543011
GO:0000048	peptidyltransferase activity	molecular_function	3	2539752|2540102|2543386
GO:0000049	tRNA binding	molecular_function	22	2538914|2538918|2539141|2539574|2539632|2540011|2540210|2540314|2540604|2540699|2540766|2540896|2541311|2541548|2541569|2541868|2541917|2542031|2542264|2543087|2543394|2543647
GO:0000050	urea cycle	biological_process	8	2539950|2539980|2540729|2541050|2541060|2541313|2543377|2543593
GO:0000053	argininosuccinate metabolic process	biological_process	1	2541050
GO:0000054	ribosomal subunit export from nucleus	biological_process	29	2538703|2538892|2538915|2539085|2539126|2539697|2539741|2539889|2539968|2540078|2540469|2540727|2540948|2541126|2541449|2541634|2541680|2542229|2542254|2542319|2542561|2542666|2542668|2542777|2542912|2543459|2543644|3361259|3361487
GO:0000055	ribosomal large subunit export from nucleus	biological_process	8	2538703|2538915|2539889|2539968|2540727|2541680|2542777|3361487
GO:0000056	ribosomal small subunit export from nucleus	biological_process	6	2538892|2539085|2540078|2540948|2541634|2542912
GO:0000059	protein import into nucleus, docking	biological_process	1	2538801
GO:0000062	fatty-acyl-CoA binding	molecular_function	2	2539982|2542079
GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	1	2540397
GO:0000066	mitochondrial ornithine transport	biological_process	1	2540397
GO:0000070	mitotic sister chromatid segregation	biological_process	86	2538719|2538763|2538848|2538875|2539115|2539200|2539214|2539242|2539403|2539420|2539423|2539481|2539497|2539505|2539620|2539700|2539728|2539881|2539908|2539971|2540083|2540128|2540219|2540223|2540238|2540250|2540361|2540368|2540369|2540398|2540494|2540505|2540600|2540645|2540736|2540804|2540895|2540915|2540927|2541047|2541054|2541088|2541155|2541173|2541193|2541299|2541318|2541321|2541326|2541342|2541455|2541628|2541667|2541788|2541804|2541863|2541959|2542004|2542184|2542198|2542239|2542304|2542366|2542367|2542438|2542544|2542646|2542655|2542657|2542674|2542737|2542788|2543064|2543116|2543222|2543290|2543360|2543482|2543506|2543554|2543597|3361036|3361327|3361402|3361562|14218186
GO:0000075	cell cycle checkpoint	biological_process	61	2538736|2538800|2538959|2539004|2539087|2539123|2539210|2539219|2539348|2539399|2539545|2539547|2539640|2539641|2539686|2539741|2540013|2540060|2540320|2540392|2540400|2540470|2540500|2540584|2540589|2540627|2540690|2540719|2540728|2540992|2541059|2541165|2541193|2541493|2541604|2541620|2541635|2541643|2541746|2541856|2541908|2541982|2542029|2542252|2542358|2542378|2542409|2542466|2542558|2542632|2542757|2543222|2543240|2543281|2543289|2543372|2543455|2543544|2543670|3361036|3361306
GO:0000076	DNA replication checkpoint	biological_process	17	2539004|2539399|2540013|2540470|2540627|2540728|2541059|2541165|2541643|2541746|2541908|2541982|2542558|2542632|2543240|2543281|2543544
GO:0000077	DNA damage checkpoint	biological_process	30	2538959|2539004|2539087|2539123|2539210|2539545|2539547|2539641|2539686|2540500|2540584|2540719|2540992|2541193|2541493|2541620|2541635|2541643|2541746|2542029|2542252|2542558|2542757|2543240|2543281|2543289|2543455|2543544|2543670|3361306
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	20	2539433|2539640|2539651|2540027|2540118|2540237|2540555|2540654|2540673|2540684|2540751|2540879|2540880|2542358|2542632|2542980|2543481|2543666|3361406|3361532
GO:0000082	G1/S transition of mitotic cell cycle	biological_process	2	2539206|2541165
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	biological_process	8	2539366|2540234|2540309|2540341|2540433|2541153|2541871|3361406
GO:0000086	G2/M transition of mitotic cell cycle	biological_process	2	2539206|2539869
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	2	2540171|2542695
GO:0000096	sulfur amino acid metabolic process	biological_process	40	2538821|2538945|2538954|2539019|2539267|2539747|2539905|2539943|2540152|2540300|2540403|2540422|2540540|2540602|2540848|2540849|2540857|2540946|2541148|2541186|2541217|2541218|2541231|2542010|2542084|2542156|2542181|2542316|2542359|2542364|2542583|2542836|2542920|2542932|2542993|2543105|2543585|2543624|2543661|2543665
GO:0000097	sulfur amino acid biosynthetic process	biological_process	33	2538821|2538945|2538954|2539019|2539267|2539747|2539905|2540152|2540300|2540422|2540540|2540848|2540849|2540946|2541148|2541217|2541231|2542010|2542084|2542181|2542316|2542359|2542364|2542583|2542836|2542920|2542932|2542993|2543105|2543585|2543624|2543661|2543665
GO:0000099	sulfur amino acid transmembrane transporter activity	molecular_function	2	2539453|2541399
GO:0000101	sulfur amino acid transport	biological_process	3	2539453|2541399|2541869
GO:0000103	sulfate assimilation	biological_process	8	2538821|2538954|2540422|2542084|2542359|2542836|2542920|2543624
GO:0000104	succinate dehydrogenase activity	molecular_function	3	2539100|2541690|2542842
GO:0000105	histidine biosynthetic process	biological_process	10	2538785|2539650|2539698|2540290|2540300|2540675|2541217|2541224|2542720|2543103
GO:0000107	imidazoleglycerol-phosphate synthase activity	molecular_function	1	2541224
GO:0000109	nucleotide-excision repair complex	cellular_component	16	2538760|2538860|2539094|2539465|2539790|2540684|2540861|2540887|2540907|2541120|2541535|2542174|2542203|2542207|2542336|2542967
GO:0000110	nucleotide-excision repair factor 1 complex	cellular_component	2	2538760|2540887
GO:0000112	nucleotide-excision repair factor 3 complex	cellular_component	5	2539790|2540684|2542174|2542203|2542336
GO:0000113	nucleotide-excision repair factor 4 complex	cellular_component	1	2540907
GO:0000118	histone deacetylase complex	cellular_component	29	2538701|2538907|2538956|2539066|2539374|2539769|2539793|2539953|2540018|2540368|2540558|2540595|2540689|2540821|2541336|2541422|2541624|2541650|2541697|2541710|2541792|2541804|2541858|2541899|2541995|2542318|2542335|2542596|2543643
GO:0000120	RNA polymerase I transcription factor complex	cellular_component	9	2539310|2539830|2540236|2540951|2541184|2541582|2541835|2542511|2542734
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological_process	80	2538700|2538701|2538848|2538868|2538881|2538890|2539024|2539218|2539239|2539403|2539644|2539703|2539712|2539725|2539737|2539828|2539931|2539999|2540000|2540115|2540128|2540219|2540227|2540241|2540258|2540309|2540329|2540368|2540406|2540414|2540433|2540558|2540580|2540656|2540700|2540730|2540749|2540768|2540810|2540821|2540825|2540918|2541265|2541322|2541336|2541419|2541494|2541496|2541522|2541540|2541673|2541685|2541720|2541730|2541755|2541764|2541801|2541900|2542029|2542222|2542239|2542271|2542299|2542313|2542363|2542366|2542400|2542513|2542571|2542596|2542738|2542847|2543116|2543198|2543275|2543402|2543421|2543467|3361342|3361487
GO:0000123	histone acetyltransferase complex	cellular_component	39	2538769|2539114|2539133|2539174|2539353|2539428|2539570|2539706|2539775|2539953|2539989|2540051|2540077|2540408|2540436|2540614|2540686|2540787|2541202|2541265|2541318|2541496|2541659|2541858|2542135|2542157|2542170|2542278|2542412|2542502|2542513|2542785|2543133|2543317|2543454|2543506|2543675|3361305|3361397
GO:0000124	SAGA complex	cellular_component	19	2538769|2539133|2539174|2539353|2539570|2539775|2540408|2540436|2540614|2540787|2541202|2541265|2542135|2542513|2542785|2543133|2543675|3361305|3361397
GO:0000126	transcription factor TFIIIB complex	cellular_component	3	2538909|2540071|2541582
GO:0000127	transcription factor TFIIIC complex	cellular_component	6	2539187|2540246|2540424|2541253|2542856|5802974
GO:0000128	flocculation	biological_process	2	2539287|2539828
GO:0000132	establishment of mitotic spindle orientation	biological_process	3	2538878|2539676|2543382
GO:0000136	alpha-1,6-mannosyltransferase complex	cellular_component	3	2539685|2543147|2543252
GO:0000137	Golgi cis cisterna	cellular_component	3	2539685|2542107|2543252
GO:0000138	Golgi trans cisterna	cellular_component	3	2539685|2542107|2542946
GO:0000139	Golgi membrane	cellular_component	37	2538876|2539076|2539101|2539476|2539591|2539784|2539904|2539937|2540001|2540150|2540179|2540226|2540393|2540405|2540482|2540525|2540706|2540877|2540973|2541250|2541538|2541611|2541748|2541774|2542018|2542215|2542227|2542250|2542510|2542585|2542708|2542918|2542969|2543178|2543384|2543472|3361512
GO:0000140	acylglycerone-phosphate reductase activity	molecular_function	1	2541489
GO:0000145	exocyst	cellular_component	8	2538937|2538952|2539341|2539407|2540127|2541515|2542129|2542843
GO:0000146	microfilament motor activity	molecular_function	4	2538846|2539513|2539659|2540560
GO:0000147	actin cortical patch assembly	biological_process	22	2539030|2539390|2539421|2539659|2540002|2540100|2540144|2540504|2540786|2540824|2540862|2541080|2541109|2541767|2542259|2542275|2542287|2542338|2543233|2543589|5802955|5802965
